address,gen_descrip,Diện tích,Mức giá,Hướng nhà,Hướng ban công,Số phòng ngủ,Số toilet,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,id,Mặt tiền,Số tầng,Pháp lý,Nội thất,Đường vào
"['Hà Nội', 'Cầu Giấy', 'Phường Yên Hòa', 'Phố Trung Kính', '177', 'Home City - Trung Kính Complex']","
+ Tòa V1:- Căn 1001V1, DT 58.61m², ban công ĐB.- Căn 1801, DT 58.61m², ban công ĐB.- Căn 1903V1, DT 70.99m², ban công TB.- Căn 2204V1, DT 69.8m², ban công TB.- Căn 2306V1, DT 98.08m², ban công TB.- Căn 1807V1, DT 61.56m², ban công TN.- Căn 508V1, DT 58.61m², ban công TN.- Căn 1908V1, DT 58.61m², ban công TN.- Căn 12A09V1, DT 97.64m², ban công TN.- Căn 2009V1, DT 97.64m², ban công TN.- Căn 1411V1, DT 69.8m², ban công ĐN.- Căn 1212V1, DT 71.45.8m², ban công ĐN.- Căn góc 2115V1, DT 97.64m², ban công ĐN, ĐB.+ Tòa V2:- Căn 2002V2, DT 68,31m², cửa TN.- Căn 2303V2, DT 68,77m², cửa TN.- Căn 1004V2, DT 90.12m², ban công TN.- Căn 2405V2, DT 67.36m², cửa ĐN.- Căn 1906V2, DT 68.16m², cửa ĐB.- Căn 907V2, DT 70.52m², cửa ĐB.- Căn góc 2808V2, DT 85m², cửa ĐN.- Căn 1209V2, DT 69m², ban công ĐN.- Căn góc 2510V2, DT 81,71m², ban công Đông Nam.- Căn góc 2311V2, DT 109.41m², cửa ĐN.- Căn góc 2011V2, DT 109.41m².- Căn góc 2911V2, DT 109.41m².+ Tòa V3:- Căn 1901V3, DT 69.86m², bc ĐN.- Căn 1602V3, DT 68m², bc ĐN, cửa TB.- Căn góc 3PN 1804V3, DT 96m², cửa ĐN, bc TB, view Công viên.- Căn góc 3PN 2904V3, DT 96m².- Căn 2506V3, DT 71.17m², cửa ĐN.- Căn 1207V3, DT 71.17m², cửa ĐN.- Căn góc 809V3, DT 95.68m², cửa ĐN.- Căn góc 2209V3, DT 95.68m², cửa ĐN.- Căn góc 810V3, DT 105.41m², bc ĐN, cửa TB.- Căn 912V3, DT 67.36m², cửa ĐB, bc TN.- Căn 1515V3, DT 90.12m², (3 phòng ngủ), cửa ĐB, bc TN.- Căn 1018V3, DT 69.14m², cửa TN, bc ĐB.+ Tòa V4:- Căn 1001V4, DT 61.56m², cửa Tây Bắc.- Căn 1102V4, DT 97.64m², cửa ĐN, bc ĐB.- Căn 2202V4, DT 98.08m², cửa ĐN.- Căn 1005V4, DT 70.99m², cửa ĐN.- Căn 906V4, DT 97.64m², cửa ĐN.- Căn 1706V4, DT 97.64m², cửa ĐN.- Căn 609V4, DT 98.08m², cửa TB, bc ĐN.- Căn góc 2009V4, DT 97.64m².- Căn góc 1615 V4, DT 97.64m², cửa TB, bc ĐN.- Căn 1411V4, DT 69.8m², bc ĐN.- Căn 1716, DT 58.61m², bc ĐB, cửa ĐN.- Căn 2316, DT 58,61m², bc ĐB.- Căn 0515, DT 97.64m², ban công ĐB và ĐN.* Tất cả các căn đã có sổ đỏ chính chủ, nội thất từ cơ bản đến đủ nội thất.* Giá bán các căn hộ 2pn chỉ từ 2 tỷ 600 - 3 tỷ - 3.2 tỷ.* Giá bán các căn hộ 3pn chỉ từ 3.6 tỷ - 4 tỷ - 4.5 tỷ.Kính gửi các anh chị thông tin căn hộ chuyển nhượng Home City giá tốt nhất năm 2020.CC Home City 177 Trung Kính.Mọi thông tin liên hệ: P. 509 tòa V1 - Home City, Trung Kính, Hà Nội.Mr Việt (phụ trách phòng KD và đối ngoại): 0989 569 *** ",70.99 m²,32.5 triệu/m²,,Tây - Bắc,2 phòng,,24/11/2022,04/12/2022,Tin Vip 2,34269845,batdongsan_com_vn_34269845,,,,,
"['Hà Nội', 'Nam Từ Liêm', 'Phường Mỹ Đình 2', 'Đường Hàm Nghi', 'Dự án Mon City - Hải Đăng City']","
Hiện tại em có full quỹ căn chuyển nhượng tại chung cư Mon City (HD Mon). Còn những căn giá tốt sau quý khách hàng tham khảo ạ.- 54m² (2 ngủ 1 vệ sinh): Giá 2,35 tỷ, ban công đông nam thoáng mát, tầng trung nhà full đồ đẹp.- 61,5m² (2 ngủ 2 vệ sinh): Giá 2,7 tỷ nhà nguyên bản, 2,85 tỷ nhà full đồ.- 67m² (2 ngủ 2 vệ sinh): Giá 2,9 tỷ full đồ đẹp, ban công đông nam.- 86m² (3 ngủ 2 vệ sinh): Giá 3,5 tỷ nhà có đồ cơ bản.Toàn bộ các căn hộ đều đã có sổ đỏ và giao dịch được luôn, nhanh tay sở hữu cho mình căn hộ ưng ý ngay trung tâm mỹ đình.Ngoài ra còn rất nhiều căn đẹp chủ nhà gửi bán và cả cho thuê, khách hàng có nhu cầu liên hệ em để được tư vấn giá hợp lý nhất ạ.LH xem nhà: Em Trang 0344 483 ***/ 0967 678 *** ",54 m²,2.35 tỷ,Đông - Bắc,Đông - Nam,2 phòng,1 phòng,24/11/2022,04/12/2022,Tin Vip 2,35826257,batdongsan_com_vn_35826257,,,Sổ đỏ/ Sổ hồng,Full,
"['Hà Nội', 'Thanh Xuân', 'Phường Thượng Đình', 'Đường Nguyễn Trãi', '72A', 'Royal City']","
Chung cư Royal City 72A Nguyễn Trãi, Hà Nội:1) Duplex:- R1, căn 18, DT 175m², giá 7,5 tỷ, 3 ngủ, 3 vệ sinh, view sân vườn bể bơi.- R1, căn 20, DT 175m², giá 7,8 tỷ, 3 ngủ, 3 vệ sinh, view sân vườn bể bơi.- R1, căn 04, DT 180m², giá 7,2 tỷ, 4 ngủ, 3 vệ sinh, view hướng ra ngoài.- R1, căn 27, DT 168m², giá 6,8 tỷ, 3 ngủ, 3 vệ sinh, view nội khu, bể bơi.- R1, căn 23, DT 175m², giá 6,6 tỷ, 3 ngủ, 3 vệ sinh, view ra ngoài.- R4, căn 02, DT 200m², giá 8,6 tỷ, 4 ngủ, 3 vệ sinh, căn góc, view nội khu, view quảng trường.- R4, căn 12b, DT 189m², giá 9 tỷ, 4 ngủ, 3 vệ sinh, view R6.- R4, căn 09, DT 165m², giá 7,2 tỷ, 3 ngủ, 3 vệ sinh, view nội khu, bể bơi.- R4, căn 16, dt 165m², giá 6,8m², 4 ngủ, 3 vệ sinh, view R6.2) Tòa R1 và R2.Căn 12 - 88,3m ban công TB, giá 4,25 tỷ.Căn 24 - 96,3m ban công ĐB giá 4,8 tỷ cả ba phòng thoáng sáng, view bể bơi.Căn 05 - 109m ban công ĐN giá 5,35 tỷ.Căn 08 - 114,5m ban công TB giá 5,2 tỷ căn 2 PN siêu đẹp, 3 phòng thoáng sáng.Căn 12A - 145,2m ban công ĐN giá 6,8 tỷ view khuôn viên.Căn 27 - 89,6m ban công ĐB giá 4,4 tỷ ban công.Căn 18 và 20 - 124,6m ban công chính Nam giá 5,8 tỷ.Căn 01 - 181.4m là căn góc nên có 2 ban công ĐN và ĐB giá 10,9 tỷ, có 3 phòng ngủ (PN) thoáng sáng, 3 công trình phụ khép kín.Căn 04 và 06 - 109m ban công TB giá 4,8 tỷ view thành phố.Căn 12B - 104.8m ban công TB giá 4,6 tỷ.Căn 09 - 110m ban công ĐN giá 5,3 tỷ.Căn penthouse sân vườn 430m giá 29 tỷ.3) Tòa R3:Căn 109m giá 5,4 tỷ - 5,9 tỷ.Căn 121m - 123m. Giá 6,6 tỷ - 7,3 tỷ (căn 3 PN).Căn 131.4m, view quảng trường, giá 10,8 tỷ (căn 3 PN).Căn 157m giá 10,8 tỷ. 175m giá 14,8 tỷ. 195m giá 16 tỷ. Cả 3 căn đều view quảng trường ban công ĐN và đều có 3 phòng ngủ.Căn 221m căn góc vip, view quảng trường, giá 2X tỷ (căn góc 4 PN sáng).4) Tòa R4 và R5:Căn 112.4m ban công TB giá 4.9 tỷ.Căn 131.4m giá 6.9 tỷ (căn góc 3 PN thoáng).Căn 132m giá 5,9 tỷ (căn 3 PN).Căn 132.3m giá 5.7 tỷ căn góc 3 PN.Căn 137.6m giá 7.5 tỷ (3 PN).Căn 102.1m giá 4,4 tỷ (sửa thành 3 PN).Căn 104.9m ban công ĐN giá 5,15 tỷ.Căn 104.9m ban công ĐB giá 4.8 tỷ.Căn góc 133m ban công ĐN - ĐB, đủ nội thất giá 7,1 tỷ.Căn 16 - 101.8m ban công ĐN giá 4.45 tỷ.Căn 93m ban công ĐB giá 4.6 tỷ. Ban công TB giá 4,1 tỷ.Căn 06 - 112.4m ban công ĐN giá 5.4 tỷ.Căn 11, căn 16 tòa R4 cửa hướng Tây, ban công hướng Đông. DT 103m, giá 4,4 tỷ.5) Tòa R6:Căn 55m giá 2,95 tỷ (1PN).Căn 69m giá 4,2 tỷ. 72m giá 4,3 tỷ. 82m giá 4,7 tỷ (2PN).Căn 94m giá 5,5 tỷ. Căn góc chỗ giếng trời 103m giá 6,3 tỷ. 112m giá 6,3 tỷ (3PN).Căn góc 115m giá từ 6,9 tỷ - 7,3 tỷ.Căn 143,5m giá 8,2 tỷ. Căn 154,5m giá 9,5 tỷ (4PN).Và còn nhiều bất động sản vị trí đẹp giá hợp lý mà chúng tôi sẽ dành tặng riêng cho khách hàng thật sự thiện chí mua.Liên hệ: 0844 475 ***Linh An).Quý khách hàng có thể gọi điện hoặc kết bạn zalo với chúng tôi ngay bây giờ!Chúc quý khách luôn mạnh khỏe và hạnh phúc!            ",200 m²,7.5 tỷ,Tây - Bắc,Đông - Nam,4 phòng,3 phòng,24/11/2022,04/12/2022,Tin Vip 2,35940299,batdongsan_com_vn_35940299,,,Sổ đỏ/ Sổ hồng,Đầy đủ,
"['Hà Nội', 'Hoàng Mai', 'Phường Đại Kim', 'Đường Nghiêm Xuân Yêm', 'Dự án Kim Văn Kim Lũ']","
Mình chuyển xuống nhà mặt đất, muốn nhượng lại căn hộ 2 ngủ đầy tâm huyết của 2 vợ chồng, sửa và thiết kế lại toàn bộ nội thất cực cẩn thận. Cần bán nhanh để hoàn thiện nội thất nhà mới Bác nào có nhu cầu liên hệ ngay em.* Thông tin cơ bản căn hộ:- Diện tích: 65m².- Hướng cửa: Đông Nam, ban công Tây Bắc.- Thiết kế căn hộ: 2 phòng ngủ, 1 vệ sinh, 1 phòng khách + bếp.- Nội thất để lại: Full toàn bộ cả thiết bị điện tử. Nhà dã làm lại toàn bộ, sửa nhà wc có bồn tắm, tường phòng khách đẩy lùi, phòng khách rộng.- Giá bán nhanh: 1.55 tỷ.Liên hệ CC: Anh Phong 0988 619 *** ",65 m²,1.55 tỷ,Đông - Nam,Tây - Bắc,2 phòng,1 phòng,24/11/2022,04/12/2022,Tin Vip 2,35824901,batdongsan_com_vn_35824901,,,Sổ đỏ/ Sổ hồng,,
"['Hà Nội', 'Hà Đông', 'Phường Nguyễn Trãi', 'Phố Bà Triệu', 'Ngõ 4']","
Bán nhà ngõ 4, phố Bà Triệu, phường Nguyễn Trãi, Hà Đông Hà Nội.- Diện tích sổ đỏ 66m² xây 3,5 tầng, mặt tiền 4m.- Ngõ 5m, thông thoáng, ô tô đỗ cửa.- Nhà xây dựng cự kỳ đẹp, chắc chắn, nội thất Lim toàn bộ từ cửa đển cầu thang, kệ tủ...- Tầng 1 sân để xe máy, phòng khách, bếp và phòng ăn.- Tầng 2,3 mỗi tầng 2 phòng ngủ đều có ánh sáng tự nhiên.- Tầng tum là sân phơi và cây cảnh.- Nhà cách phố lớn Bà Triệu chỉ vài bước chân, ngõ trải thảm nhựa cực kỳ đẹp, tiện ích xung quanh đầy đủ không thiếu thứ gì.Giá 7,8 tỷ.Liên hệ: 0837 326 *** ",66 m²,7.8 tỷ,Tây - Bắc,,4 phòng,3 phòng,24/11/2022,04/12/2022,Tin Vip 2,35939001,batdongsan_com_vn_35939001,4 m,4 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,5 m
"['Hà Nội', 'Nam Từ Liêm', 'Phường Mễ Trì', 'Đường Đại lộ Thăng Long', 'Dự án Vinhomes Green Bay Mễ Trì']","
Kính chào quý anh chị - cô chú khách hàng quan tâm dự án căn hộ cao cấp Vinhomes Green Bay - Mễ Trì.Chúng tôi gửi thông tin đến quý khách hàng thông tin căn hộ đập thông và căn 4PN, căn 3PN nguyên bản được chính chủ gửi bán độc quyền cho VP CĐT Vinhomes Green Bay như sau:1. Căn hộ đập thông trục căn gồm 2 căn số 19 và căn 20 tòa G2:- DT tim tường: 126.5m², DT thông thủy: 117.3m².- Tầng trung nên mùa hè rất mát mẻ và view sân vườn vui vẻ.- Hướng cửa nhà: Đông Bắc, ban công: Tây Nam (Mùa hè được che nắng rất mát).- Nội thất được đầu tư và hoàn thiện 1.2 tỷ theo phong cách Bắc Âu, đơn giản và tinh tế.- Giá bán: 5,75 tỷ.2. Căn hộ đập thông trục căn gồm 2 căn số 01 và căn 22 tòa G1:- DT tim tường: 123m², DT thông thủy: 113.5m².- Tầng đẹp, tầm nhìn thoáng, view ra phố Lương Thế Vinh.- Hướng cửa nhà: Đông Bắc, ban công: Tây Nam.- Nội thất được đầu tư và hoàn thiện 900 tr, hiện đại theo đồ gỗ An Cường chính hãng kèm nội thất rời nhập khẩu tại Phố Xinh.- Giá bán: 5,25 tỷ.3. Căn hộ đập thông trục căn gồm 2 căn 12 và căn góc 15A tòa G2: (căn góc, view Hồ điều hòa và ks Marriot).- DT tim tường: 150m², DT thông thủy: 138m².- Hướng cửa nhà: ĐN, ban công ĐB và TB.- Nội thất được thiết kế và nội thất đầu tư 2 tỷ.- Giá bán thỏa thuận.4. Căn hộ 4PN - căn số 15B tòa G2:- DT tim tường 115m², DT thông thủy: 108m².- Tầng trung. Đặc biệt view toàn cảnh thành phố rực rỡ về đêm và bao trọn toàn bộ khu vực hồ điều hòa - cảnh quan biệt thự - bể bơi.- Hướng cửa nhà: TB, ban công: Đông Nam.- Nội thất nhận bàn giao theo tiêu chuẩn hoàn thiện của CĐT bao gồm: Tủ bếp, tủ tường, vệ sinh Toto và điều hòa âm trần Mitsubishi. Đã set up thêm 300tr nội thất rời.- Giá bán có thương lượng thoải mái vì anh chị chủ nhà cần chuyển gấp định cư nước ngoài.5. Căn góc 3PN, căn số 15 tòa G1:- DT tim tường 90.5m², DT thông thủy: 83.9m².- Tầng 16, view sân vườn.- Hướng cửa TB, BC ĐN.- Nội thất nguyên bản chủ đầu tư: Tủ bếp, vệ sinh nhà tắm ToTo, điều hòa âm trần Mitsu.- Giá bán: 4 tỷ 4, có thương lượng.6. Căn góc 3PN, căn số 17 hoa hậu tòa G2:DT tim tường 93,2m², DT thông thủy: 86m².- Tầng 19, view 2 hồ - biệt thự dự án.- Hướng cửa: Tây Bắc, ban công: Đông Nam, Tây Nam(căn góc).- Nội thất nguyên bản chủ đầu tư: Tủ bếp, vệ sinh nhà tắm ToTo, điều hòa âm trần Mitsu.6A. Căn 3PN, căn số 08A tòa G1 - view và thiết kế siêu đỉnh.- DT tim tường 88m², DT tim tường: 81.8m².- Tầng trung, - View toàn bộ trung tâm thành phố (ks Marriot và TTHN Quốc gia).- Hướng hợp gia chủ hợp tây tứ mệnh.- Nội thất nguyên bản chủ đầu tư: Tủ bếp, vệ sinh nhà tắm ToTo, điều hòa âm trần Mitsu.Giá bán: 4 tỷ 450, có thương lượng.Anh chị cần xem nhà hoặc lấy số điện thoại trực tiếp của chủ nhà, liên hệ Văn phòng chủ đầu tư R2, Royal City, 72 Nguyễn Trãi, trưởng phòng khách hàng Ms Nhàn 0962 258 *** ",126.5 m²,5.75 tỷ,Đông - Bắc,Tây - Nam,4 phòng,3 phòng,24/11/2022,01/12/2022,Tin Vip 2,35938792,batdongsan_com_vn_35938792,,,,,
"['Hà Nội.', 'Nam Từ Liêm', 'Phường Mễ Trì', 'Đường Đại lộ Thăng Long', 'Dự án Vinhomes Green Bay Mễ Trì']","
Gia đình tôi có mua 2 căn hộ Vinhomes Green Bay - Mễ Trì - Nam Từ Liêm - Hà Nội. Mua từ ngày đầu do hiện tại vẫn chưa có nhu cầu sử dụng nên bán lại 2 căn hộ như sau:Căn 1: Tòa G2 trục căn 05A diện tích gần 65m², ban công hướng Tây Nam, cửa vào: Đông Bắc. View nội khu và LTV rất thoáng và đẹp, tầng trung thấp. Hiện tại nhà chỉ có đồ cơ bản CĐT.Căn số 2: Tòa G1 căn hộ diện tịch 70m², view hồ ngoại khu, nhìn toàn cảnh thành phố, Trung tâm Hội nghị Quốc gia,... Rất đẹp. Căn này tầng 2x.Hiện tại gia đình tôi mong muốn bán gấp, giá cả liên hệ trực tiếp trao đổi - giá bán là giá thị trường.Anh chị cần xem nhà liên hệ trực tiếp với tôi theo SĐT: 0976 954 *** ",65 m²,Thỏa thuận,Đông - Bắc,Tây - Nam,2 phòng,1 phòng,24/11/2022,04/12/2022,Tin Vip 2,35938364,batdongsan_com_vn_35938364,,,,Đồ CB nhà mới.,
"['Hà Nội', 'Nam Từ Liêm', 'Phường Mỹ Đình 1', 'Dự án The Emerald']","
Bán nhanh 116 căn hộ 2PN - 3PN - 4PN tại dự án CT8 The Emerald.+ Căn 2PN, diện tích từ 78m² - 82m² - 86m², giá từ: 3.2 tỷ - 3.4 tỷ - 3.6 tỷ - 4 tỷ - 4.2 tỷ.+ Căn 3PN, diện tích từ 80 - 104m², giá từ: 3.5 tỷ - 3.75 tỷ - 3.9 tỷ - 4.1 tỷ - 4.85 tỷ.+ Căn 4PN, diện tích từ 124 - 142m², giá từ: 4.7 tỷ - 5 tỷ - 6.8 tỷ.Cam kết:- Khách hàng mua căn hộ được làm việc trực tiếp với chủ nhà.- Hỗ trợ mọi thủ tục pháp lý sang tên sổ đỏ nhanh nhất, tốt nhất.- Hỗ trợ vay vốn từ nhiều ngân hàng như Vietcombank, BIDV, Techcombank, VietinBank...Mọi người quan tâm vui lòng liên hệ.Mr. Sơn: 0942 609 *** ",86 m²,3.2 tỷ,Tây - Bắc,Đông - Nam,2 phòng,2 phòng,18/11/2022,28/11/2022,Tin Vip 2,34846147,batdongsan_com_vn_34846147,,,Sổ đỏ/ Sổ hồng,Full nội thất có đồ điện tử,
"['Hà Nội', 'Long Biên', 'Phường Thạch Bàn', 'Đường Thạch Bàn', 'Số 36 ngõ 134']","
Chính chủ bán nhà Thạch Bàn - Cổ Linh 9,8 tỷ 60m², MT 5,2m đường ô tô tải tránh.Nhà mới gia đình xây để ở, đầy đủ nội thất.Số 36 ngõ 64, Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội.Hướng Đông Nam, mặt tiền 5,2m, đường trước nhà 13m, vỉa hè.Vị trí: Siêu kết nối đến trung tâm HN và các tỉnh, Cách phố Cổ Linh 200m, 5 phút ra Aeon Mall, 10 phút ra BigC Long Biên.Sổ đỏ chính chủ.Bán 9,8 tỷ, có thương lượng.Gọi ngay trước khi tôi bán xong Mr Tâm: 0345 756 ***Chấp nhận môi giới HH 1%.Cam kết thông tin chuẩn xác 100%.            ",60 m²,9.8 tỷ,Đông - Nam,Đông - Nam,4 phòng,4 phòng,19/11/2022,29/11/2022,Tin Vip 2,35884698,batdongsan_com_vn_35884698,5.2 m,4 tầng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,13 m
"['Hà Nội', 'Cầu Giấy', 'Phường Trung Hòa', 'Đường Hoàng Minh Giám', 'Dự án Mandarin Garden']","
Gia đình định cư nước ngoài nên cần chuyển nhượng căn hộ Mandarin Garden do tập đoàn Hoà Phát làm chủ đầu tư.Căn hộ có diện tích 157.9m². Thiết kế phòng khách, 3 phòng ngủ + phòng đa năng (có cửa sổ - hiện làm phòng thờ), 1 phòng kho, ban công chính + logia phơi riêng biệt. Với căn hộ này có thể chuyển thành 4 phòng ngủ nếu đông thành viên hoặc nhà có khách. Đặc biệt, phòng khách và tất cả các phòng đều cùng hướng Đông Nam cực kỳ thoáng mát. Hiện đây là căn hộ 3 PN duy nhất ban công ĐN trên thị trường.Nhà đã được hoàn thiện nội thất rất cẩn thận, chất liệu sử dụng gỗ tự nhiên 100% (sàn gỗ Hương loại I, cửa, tủ gỗ lim... ), điều hoà trung tâm Daikin cấp khí tươi, thiết bị Bosch...Do ít sử dụng nên hiện trạng nhà còn rất mới, người mua có thể yên tâm sử dụng ngay.Căn hộ được lựa chọn cẩn thận về vị trí ngay từ đầu, hoàn thiện tâm huyết & sử dụng giữ gìn, nay có nhu cầu bán cho Khách hàng thật sự thiện chí.Giá bán: Thoả thuận trực tiếp.Chi tiết xin vui lòng liên hệ:Việt Hùng 0904 011 ***Xin chân thành cảm ơn.            ",157.9 m²,Thỏa thuận,,Đông - Nam,4 phòng,2 phòng,24/11/2022,01/12/2022,Tin Vip 2,35762686,batdongsan_com_vn_35762686,,,Sổ đỏ chính chủ,Nội thất cao cấp gắn tường,
"['Hà Nội', 'Thanh Xuân', 'Phường Thanh Xuân Trung', 'Đường Nguyễn Huy Tưởng', 'Dự án Imperia Garden']","
Tôi cần bán nhanh căn hộ tại tòa B chung cư Imperia Garden. Căn góc 3 mặt thoáng rất đẹp, diện tích 98m², thiết kế 3PN, 2 vệ sinh, phòng khách có ban công trồng hoa rất đẹp, phòng bếp rộng có lô gia thoáng.Hướng cửa Đông Nam, view ban công phòng khách nhìn khu biệt thự thoáng đãng.Nhà để lại full đồ thiết kế, nội thất nhập khẩu Hoàn Mỹ theo phong cách trẻ trung, tông màu nhã nhặn, phù hợp với những ai thích không gian phòng đơn giản nhưng sang trọng, hài hòa.Tôi để lại full đồ cho khách mua mới, khách mua chỉ cần xách vali về ở được ngay. Do nhà ít dùng nên còn mới và sạch.Cần tiền gấp nên tôi bán giá 5,3 tỷ (có thỏa thuận, bao gồm full nội thất như ảnh).Liên hệ chính chủ: Mrs Thương 0936 196 ***MTG, QC). Hiện tại nhà đang để trống nên khách mua có thể vào ở được ngay.            ",98 m²,5.3 tỷ,Đông - Nam,Tây - Bắc,3 phòng,2 phòng,23/11/2022,03/12/2022,Tin Vip 2,35692200,batdongsan_com_vn_35692200,,,Sổ đỏ/ Sổ hồng,Full đồ.,
"['Hà Nội', 'Hà Đông', 'Phường Mỗ Lao', 'Dự án Mulberry Lane']","
Chúng tôi gửi tới khách hàng danh sách bán căn hộ chung cư Mulberry Lane, bảng giá chính xác, cập nhật mới nhất như sau: HL 0936 196 ***Tòa A:- Căn 45m² tòa A, thiết kế 1 PN + 1 VS giá từ 1,6 tỷ.- Căn 90m² tòa A thiết kế 2 PN + 1 VS giá bán từ 2,9 tỷ - 3,4 tỷ.- Căn 121m² tòa A thiết kế 3 PN + 2 VS full nội thất giá 3, 8 4,2 tỷ...Tòa B:- Căn 123m² tòa B thiết kế 2PN + 1 giá bán từ 3,9 tỷ - 4,2 tỷ.- Căn 134m² tòa B, thiết kế 3PN, giá bán từ 4,4 tỷ.- Căn 154m² thiết kế 3 ngủ + 1 Giá bán từ 4.8 tỷ...Tòa C:- Căn 127m², thiết kế 2PN + rộng rãi. Giá từ 4,1 tỷ.- Căn 187m², thiết kế 3PN + 1, thiết kế 2 tầng thông nhau rộng đẹp. Giá bán từ 5.7 tỷ...Tòa D:- Căn 114m², ban công đông nam, giá bán từ 3.7 tỷ.- Căn 127m² view bể bơi season, giá 4 tỷ.- Căn 154m², thiết kế 3PN, view hồ siêu đẹp. Giá 4.7 tỷ...Tòa E:- Căn hộ 90m² - 2PN ban công ĐN view hồ giá từ 3 tỷ.- Căn hộ 100m² - 2PN + 1 ban công ĐB view bể bơi Season giá từ 3,4 tỷ.- Căn 127m² thiết kế 3PN + 2 VS giá bán 3, 9 tỷ.- Căn hộ 128m căn góc tòa E 3PN + 1 giá từ 4 tỷ ban công ĐB, ĐN.- Căn hộ 136m² căn góc tòa E view hồ 3PN + 1 giá 4,2 tỷ...Ngoài ra chúng tôi còn có quỹ căn đang bán tại dự án Season Avenue Mỗ Lao của chủ đầu tư Capital Lane Hoàng Thành đối diện chung cư Mulberry Lane cần bán lại giá tốt nhất thị trường.Anh chị quan tâm liên hệ hotline: 0936 196 *** để xem nhà và tư vấn miễn phí 24/7.Hỗ trợ thủ tục pháp lý đến khi khách hàng nhận sổ đỏ trao tay.            ",100 m²,Thỏa thuận,Tây - Bắc,Đông - Bắc,3 phòng,2 phòng,23/11/2022,03/12/2022,Tin Vip 2,35935192,batdongsan_com_vn_35935192,,,Sổ đỏ/ Sổ hồng,Đầy đủ,
"['Hà Nội', 'Gia Lâm', 'Xã Dương Xá', 'Dự án Vinhomes Ocean Park Gia Lâm']","
Chung cư Vinhomes Ocean Park cắt lỗ 160tr và thêm bộ tủ bếp LH: 0767 196 ***- Giá hợp đồng 1.863tỷ, thu về 1.7tỷ (giá hợp đồng trong ảnh).- Diện tích 59m², tầng 11 toà S2.09, hướng Đông Nam.- 2 phòng ngủ, nội thất nguyên bản CĐT bàn giao đã có tường, Trần, sàn, thiết bị vệ sinh.Khuyến mại thêm bộ tủ bếp mới lắp.LH: 0767 196 *** ",59 m²,1.7 tỷ,Tây - Bắc,Đông - Nam,2 phòng,1 phòng,23/11/2022,03/12/2022,Tin Vip 2,35933720,batdongsan_com_vn_35933720,,,Sổ đỏ/ Sổ hồng,,
"['Hà Nội', 'Hoài Đức', 'Xã Kim Chung', 'Đường Quốc lộ 32', 'Dự án THT New City']","
Giá chỉ 800tr - 1 tỷ 4 Việt Nam Đồng;Nóng bỏng tay - hiếm có khó tìm còn sót lại ở Hà Nội.Chung cư 2PN - 2VS:Giá chỉ 800tr - 1 tỷ 4 việt nam đồng;* Bàn giao ở luôn, có nhà mới đón Tết.* Bàn giao cho thuê luôn.* Hàng hot dành cho cả khách đầu tư cho thuê ra dòng tiền thu hồi vốn nhanh hay mua để ở.* Vị trí đắc địa: Mặt đường 32 (Nhổn), gần Cầu Giấy, gần Mỹ Đình, ngay gần Đại học Công nghiệp.Có một tỷ gửi ngân hàng làm gì?Nhấc máy gọi ngay Hotlilne: 0966 959 *** vì giỏ hàng có hạn!            ",45 m²,Thỏa thuận,,,,,23/11/2022,30/11/2022,Tin Vip 2,35839639,batdongsan_com_vn_35839639,,,,,
"['Hà Nội.', 'Nam Từ Liêm', 'Phường Mễ Trì', 'Đường Đại lộ Thăng Long', 'Dự án Vinhomes Green Bay Mễ Trì']","
Cần bán căn 2pn - 1vs Vinhomes Green Bay.Diện tích: 58m².Thiết kế 2 phòng ngủ, 1 vệ sinh. Nội thất cơ bản: Tủ bếp, vệ sinh, điều hòa.View hướng ra đường Lương Thế Vinh.Liên hệ xem nhà: C Hương 0962 258 *** ",58 m²,2.3 tỷ,Đông - Bắc,,2 phòng,1 phòng,23/11/2022,03/12/2022,Tin Vip 2,31145058,batdongsan_com_vn_31145058,,,Sổ đỏ/ Sổ hồng,Full nội thất hoặc đồ cơ bản.,
"['Hà Nội', 'Long Biên', 'Phường Thượng Thanh', 'Đường Thượng Thanh', 'Ngõ 74']","
+ Nhà trong ngõ 74 Thượng Thanh, Long Biên, ngõ thông thoáng, sạch sẽ, an ninh tốt, thông sang phố Ngô Gia Tự.+ Vị trí gần ngã tư Nguyễn Văn Cừ, Ngô Gia Tự. Thuận tiện đi Sân Bay, Phố Cổ, Bắc Ninh...+ Thiết kế 5 tầng, mỗi tầng một phòng, vệ sinh khép kín. Tổng 3 phòng ngủ.+ Tầng 1: Phòng khách, Bếp.+ Tầng 5: Phòng thờ, sân phơi.+ Sổ đỏ chính chủ, vuông vắn.+ Giá bán 3 tỷ.+ Quý khách quan tâm xin gọi Nguyễn Thái.            ",37 m²,3 tỷ,,,3 phòng,4 phòng,23/11/2022,03/12/2022,Tin Vip 2,35053958,batdongsan_com_vn_35053958,4 m,5 tầng,Sổ đỏ.,,
