,price,area,Hướng,Phòng ăn,Đường trước nhà,Nhà bếp,Loại BDS,Pháp lý,Sân thượng,Số lầu,Chổ để xe hơi,Số phòng ngủ,Chính chủ,city,district,ward,street
10296,29000,30.0,None,1,5.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,3,0, Hà Nội, Quận Long Biên, Phường Ngọc Lâm, Đường Ngọc Lâm
10297,34500,52.0,None,1,12.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,2,1,2,0, Hà Nội, Quận Long Biên, Phường Việt Hưng, Đường Việt Hưng
10298,63000,115.0,None,1,12.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,3,1,3,0, Hà Nội, Quận Long Biên, Phường Bồ Đề, Đường Lâm Du
10299,165000,109.0,None,1,20.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,3,1,3,0, Hà Nội, Quận Hai Bà Trưng, Phường Thanh Nhàn, Phố Kim Ngưu
10300,160000,120.0,None,1,18.0,1,Nhà mặt tiền,None,1,3,1,3,0, Hà Nội, Quận Hai Bà Trưng, Phường Thanh Nhàn, Phố Lạc Trung
10301,90000,95.0,None,1,12.0,1,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,1,1,1,1,0, Hà Nội, Quận Long Biên, Phường Thượng Thanh, Đường Đặng Vũ Hỷ
10302,50000,39.0,None,1,6.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,6,1,4,0, Hà Nội, Quận Long Biên, Phường Bồ Đề, Đường Lâm Du
10303,112000,146.0,None,1,12.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,2,1,2,0, Hà Nội, Quận Long Biên, Phường Việt Hưng, Đường Hoa Lâm
10304,70000,105.0,None,1,3.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,3,1,3,0, Hà Nội, Quận Long Biên, Phường Long Biên, Phố Trạm
10305,300000,162.0,None,1,20.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,6,1,6,0, Hà Nội, Quận Đống Đa, Phường Nam Đồng, Phố Đặng Văn Ngữ
10306,385000,118.0,None,1,20.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,8,1,8,0, Hà Nội, Quận Thanh Xuân, Phường Thanh Xuân Bắc, Đường Nguyễn Tuân
10307,230000,80.0,None,1,15.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,9,1,9,0, Hà Nội, Quận Cầu Giấy, Phường Trung Hòa, Đường Trung Hòa
10308,225000,110.0,None,1,18.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,9,1,9,0, Hà Nội, Quận Nam Từ Liêm, Phường Mỹ Đình 1, Đường Nguyễn Cơ Thạch
10309,330000,130.0,None,1,30.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,8,1,8,0, Hà Nội, Quận Bắc Từ Liêm, Phường Cổ Nhuế 1, Đường Cổ Nhuế
10310,270000,60.0,None,1,25.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,5,1,5,0, Hà Nội, Quận Ba Đình, Phường Quán Thánh, Phố Sơn Tây
10311,800000,350.0,None,1,20.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,6,1,10,0, Hà Nội, Quận Tây Hồ, Phường Quảng An, Đường Quảng An
10312,1450000,200.0,None,1,30.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,10,1,7,0, Hà Nội, Quận Đống Đa, Phường Trung Liệt, Phố Hoàng Cầu
10313,400000,150.0,None,1,30.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,5,1,5,0, Hà Nội, Quận Nam Từ Liêm, Phường Mỹ Đình 1, Đường Đỗ Đình Thiện
10314,500000,300.0,None,1,20.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,8,1,8,0, Hà Nội, Quận Tây Hồ, Phường Thụy Khuê, Đường Thụy Khuê
10315,710000,110.0,None,1,15.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,5,1,5,0, Hà Nội, Quận Tây Hồ, Phường Quảng An, Phố Nhật Chiêu
10316,690000,130.0,None,1,20.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,9,0,9,0, Hà Nội, Quận Đống Đa, Phường Quang Trung, Phố Xã Đàn
10317,1250000,210.0,None,1,20.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,11,1,11,0, Hà Nội, Quận Ba Đình, Phường Nguyễn Trung Trực, Phố Hàng Bún
10318,445000,80.0,None,1,25.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,8,1,8,0, Hà Nội, Quận Đống Đa, Phường Nam Đồng, Phố Xã Đàn
10319,33000,33.0,None,0,2.5,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,4,0, Hà Nội, Quận Hà Đông, Phường Dương Nội, Đường Lê Trọng Tấn
10320,18800,36.0,None,0,2.5,0,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,0,None,0,None,0, Hà Nội, Huyện Hoài Đức, Xã An Khánh, Đường Vân Lũng
10321,87000,88.0,None,0,5.0,0,Nhà trong hẻm,None,0,2,0,3,0, Hà Nội, Quận Long Biên, Phường Ngọc Thụy, 00 Đường Lý Sơn
10322,56000,50.0,None,0,5.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,4,0,4,0, Hà Nội, Quận Long Biên, Phường Ngọc Thụy, 00 Đường Ngọc Thụy
10323,46000,51.0,None,1,3.5,1,"Đất thổ cư, đất ở",None,1,None,1,None,0, Hà Nội, Huyện Thanh Trì, Xã Ngũ Hiệp, Đường Ngũ Hiệp
10324,120000,140.0,None,0,7.0,0,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,0,None,0,None,0, Hà Nội, Quận Long Biên, Phường Long Biên, 163 Đường Tư Đình
10325,54000,90.0,None,0,4.0,0,Nhà trong hẻm,None,0,1,0,3,0, Hà Nội, Huyện Thanh Trì, Xã Ngọc Hồi, Đường Ngọc Hồi
10326,110000,85.0,None,0,4.0,0,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,0,None,0,None,0, Hà Nội, Quận Long Biên, Phường Bồ Đề, 000 Đường Lâm Hạ
10327,1000000,136.0,None,0,60.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,8,0,2,0, Hà Nội, Quận Đống Đa, Phường Ô Chợ Dừa, 00 Phố Xã Đàn
10328,19500,52.0,None,0,3.0,0,"Đất thổ cư, đất ở",None,0,None,0,None,0, Hà Nội, Huyện Thanh Trì, Xã Ngọc Hồi, Đường Liên Xã
10329,108000,50.0,None,1,4.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,5,1,4,0, Hà Nội, Quận Ba Đình, Phường Giảng Võ, Đường Giảng Võ
10330,127000,48.0,None,1,7.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,5,1,4,0, Hà Nội, Quận Đống Đa, Phường Láng Thượng, Đường Nguyễn Chí Thanh
10331,73000,45.0,None,1,3.5,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,4,0, Hà Nội, Quận Đống Đa, Phường Ô Chợ Dừa, Phố Nguyễn Phúc Lai
10332,200000,112.0,None,1,5.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,6,1,5,0, Hà Nội, Quận Đống Đa, Phường Láng Hạ, Đường Láng Hạ
10333,63000,85.0,None,0,2.0,0,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,0,None,0,None,0, Hà Nội, Quận Đống Đa, Phường Láng Thượng, Phố Chùa Láng
10334,72000,45.0,None,1,3.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,4,0, Hà Nội, Quận Đống Đa, Phường Ô Chợ Dừa, Phố Hoàng Cầu
10335,63000,45.0,None,0,2.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,4,0, Hà Nội, Quận Đống Đa, Phường Trung Liệt, Phố Đặng Tiến Đông
10336,81000,45.0,None,1,4.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,5,0, Hà Nội, Quận Đống Đa, Phường Ô Chợ Dừa, Phố Hào Nam
10337,63500,40.0,None,1,2.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,0,4,0, Hà Nội, Quận Ba Đình, Phường Kim Mã, Đường Kim Mã
10338,59500,50.0,None,1,2.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,0,5,0, Hà Nội, Quận Ba Đình, Phường Liễu Giai, Phố Vạn Bảo
10339,90000,111.0,None,0,3.0,0,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,0,None,0,None,0, Hà Nội, Quận Thanh Xuân, Phường Thượng Đình, Đường Nguyễn Trãi
10340,66000,65.0,None,1,2.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,0,4,0, Hà Nội, Quận Ba Đình, Phường Thành Công, Phố Láng Hạ
10341,62000,62.0,None,1,2.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,0,4,0, Hà Nội, Quận Ba Đình, Phường Ngọc Khánh, Đường Kim Mã
10342,139500,60.0,None,1,7.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,6,0, Hà Nội, Quận Ba Đình, Phường Thành Công, Phố Láng Hạ
10343,128000,57.0,None,1,4.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,4,0, Hà Nội, Quận Ba Đình, Phường Thành Công, Phố Láng Hạ
10344,64800,38.0,None,1,7.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,4,0, Hà Nội, Quận Đống Đa, Phường Láng Hạ, Phố Thái Hà
10345,100000,70.0,None,1,4.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,4,0, Hà Nội, Quận Đống Đa, Phường Nam Đồng, Phố Tây Sơn
10346,58000,45.0,None,1,4.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,4,0, Hà Nội, Quận Ba Đình, Phường Giảng Võ, Đường Giảng Võ
10347,58500,38.0,None,1,4.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,0,4,0, Hà Nội, Quận Ba Đình, Phường Giảng Võ, Đường Giảng Võ
10348,138000,55.0,None,1,8.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,4,1,4,0, Hà Nội, Quận Đống Đa, Phường Láng Hạ, Phố Huỳnh Thúc Kháng
10349,50000,45.0,None,1,5.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,6,0, Hà Nội, Quận Long Biên, Phường Bồ Đề, Hà Nội Phố Ái Mộ
10350,90000,55.0,None,1,12.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,6,1,6,0, Hà Nội, Quận Long Biên, Phường Phúc Đồng, Đường Chu Huy Mân
10351,40000,59.0,None,1,3.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,3,1,3,0, Hà Nội, Quận Long Biên, Phường Bồ Đề, Hà Nội Đường Lâm Du
10352,35000,55.0,None,1,4.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,1,1,1,0, Hà Nội, Quận Long Biên, Phường Việt Hưng, Đường Việt Hưng
10353,110000,58.0,None,1,10.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,5,1,6,0, Hà Nội, Quận Long Biên, Phường Bồ Đề, Phố Bồ Đề
10354,60000,47.0,None,1,40.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,4,0, Hà Nội, Quận Long Biên, Phường Long Biên, Đường Đàm Quang Trung
10355,48000,52.0,None,1,6.2,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,6,1,6,0, Hà Nội, Quận Long Biên, Phường Long Biên, Đường Bát Khối
10356,50000,50.0,None,1,3.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,5,0, Hà Nội, Quận Long Biên, Phường Bồ Đề, 23 Phố Hồng Tiến
10357,90000,70.0,None,1,6.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,4,1,4,0, Hà Nội, Quận Long Biên, Phường Ngọc Lâm, Đường Long Biên 1
10358,60000,58.0,None,1,7.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,5,1,4,0, Hà Nội, Quận Long Biên, Phường Bồ Đề, Phố Bồ Đề
10359,60000,43.0,None,1,3.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,4,0, Hà Nội, Quận Đống Đa, Phường Ngã Tư Sở, Phố Tây Sơn
10360,45000,33.0,None,1,12.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,3,1,3,0, Hà Nội, Quận Long Biên, Phường Ngọc Lâm, Đường Long Biên 1
10361,150000,65.0,None,1,12.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,5,1,4,0, Hà Nội, Quận Long Biên, Phường Ngọc Lâm, Đường Ngọc Lâm
10362,40000,40.0,None,1,6.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,3,0, Hà Nội, Quận Long Biên, Phường Bồ Đề, Phố Bồ Đề
10363,32000,35.0,None,1,4.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,3,0, Hà Nội, Quận Long Biên, Phường Long Biên, Đường Đàm Quang Trung
10364,70000,75.0,None,1,3.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,4,0, Hà Nội, Quận Long Biên, Phường Long Biên, Hà Nội Phố Trạm
10365,90000,62.0,None,1,10.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,3,1,4,0, Hà Nội, Quận Long Biên, Phường Bồ Đề, Phố Bồ Đề
10366,60000,52.0,None,1,4.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,4,0, Hà Nội, Quận Long Biên, Phường Bồ Đề, Hà Nội Phố Bồ Đề
10367,30000,50.0,None,1,3.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,5,0, Hà Nội, Quận Long Biên, Phường Long Biên, Đường Việt Hưng
10368,55000,81.0,None,1,5.0,1,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,1,1,1,1,0, Hà Nội, Quận Long Biên, Phường Long Biên, Phố Trạm
10369,138000,90.0,None,1,6.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,3,1,4,0, Hà Nội, Quận Tây Hồ, Phường Yên Phụ, Phố An Dương
10370,56000,41.0,None,1,4.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,3,0, Hà Nội, Quận Hoàng Mai, Phường Tân Mai, Phố Tân Mai
10371,43000,45.0,None,1,3.5,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,4,0, Hà Nội, Quận Hoàng Mai, Phường Thịnh Liệt, Phố Giáp Nhị
10372,145000,52.0,None,1,8.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,7,1,4,0, Hà Nội, Quận Hoàng Mai, Phường Đại Kim, Đường Nguyễn Công Thái
10373,62000,56.0,None,1,2.8,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,0,6,0, Hà Nội, Quận Hoàng Mai, Phường Tương Mai, Đường Nguyễn Đức Cảnh
10374,56000,47.0,None,1,3.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,0,4,0, Hà Nội, Quận Hoàng Mai, Phường Tân Mai, Phố Tân Mai
10375,83500,48.0,None,1,7.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,5,0, Hà Nội, Quận Hoàng Mai, Phường Hoàng Văn Thụ, Đường Hoàng Mai
10376,75000,56.0,None,1,3.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,0,6,0, Hà Nội, Quận Hoàng Mai, Phường Tương Mai, Đường Nguyễn An Ninh
10377,183000,86.0,None,1,7.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,5,1,5,0, Hà Nội, Quận Hoàng Mai, Phường Tân Mai, Phố Tân Mai
10378,185000,70.0,None,1,15.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,8,1,3,0, Hà Nội, Quận Thanh Xuân, Phường Hạ Đình, Phố Hạ Đình
10379,12600,72.0,None,0,8.0,0,"Đất nền, liền kề, đất dự án",None,0,None,0,None,0, Hà Nội, Huyện Thạch Thất, Xã Bình Yên,None
10380,220000,3.7,None,0,5.0,0,"Đất thổ cư, đất ở",None,0,None,0,None,0, Hà Nội, Huyện Thạch Thất, Xã Tiến Xuân, Tỉnh Lộ 446
10381,32000,585.0,None,0,5.0,0,"Đất thổ cư, đất ở",None,0,None,0,None,0, Hà Nội, Thị xã Sơn Tây, Phường Sơn Đông, Quốc lộ 21A
10382,48000,585.0,None,0,6.0,0,"Đất thổ cư, đất ở",None,0,None,0,None,0, Hà Nội, Thị xã Sơn Tây, Phường Sơn Đông, Đường Quốc lộ 21
10383,84870,369.0,None,0,8.0,0,"Đất thổ cư, đất ở",None,0,None,0,None,0, Hà Nội, Huyện Thạch Thất, Xã Bình Yên, Tỉnh lộ 420
10384,16500,101.0,None,0,5.0,0,"Đất thổ cư, đất ở",None,0,None,0,None,0, Hà Nội, Huyện Thạch Thất, Xã Bình Yên, Tỉnh lộ 420
10385,870000,173.0,None,0,12.0,0,"Đất thổ cư, đất ở",None,0,None,0,None,0, Hà Nội, Huyện Thạch Thất, Xã Tân Xã, Đại lộ Thăng Long
10386,108880,989.0,None,0,6.0,0,"Đất thổ cư, đất ở",None,0,None,0,None,0, Hà Nội, Huyện Thạch Thất, Xã Tiến Xuân, Tỉnh Lộ 446
10387,46810,302.0,None,0,5.0,0,"Đất thổ cư, đất ở",None,0,None,0,None,0, Hà Nội, Huyện Thạch Thất, Xã Tân Xã, Đại lộ Thăng Long
10388,51800,280.0,None,0,4.0,0,"Đất thổ cư, đất ở",None,0,None,0,None,0, Hà Nội, Huyện Thạch Thất, Xã Tân Xã, Đại lộ Thăng Long
10389,56000,2.256,None,0,4.0,0,"Đất thổ cư, đất ở",None,0,None,0,None,0, Hà Nội, Huyện Ba Vì, Xã Ba Trại, Tỉnh Lộ 87A
10390,16259,95.0,None,0,10.0,0,"Đất thổ cư, đất ở",None,0,None,0,None,0, Hà Nội, Huyện Thạch Thất, Xã Bình Yên, Tỉnh lộ 420
10391,99900,555.0,None,0,6.0,0,"Đất thổ cư, đất ở",None,0,None,0,None,0, Hà Nội, Huyện Thạch Thất, Xã Tân Xã, Tỉnh lộ 420
10392,49500,450.0,None,0,5.0,0,"Đất thổ cư, đất ở",None,0,None,0,None,0, Hà Nội, Huyện Thạch Thất, Xã Tân Xã, Đại lộ Thăng Long
10393,33300,180.0,None,0,6.0,0,"Đất thổ cư, đất ở",None,0,None,0,None,0, Hà Nội, Huyện Thạch Thất, Xã Bình Yên, Tỉnh lộ 420
10394,80000,2.304,None,0,6.0,0,"Đất thổ cư, đất ở",None,0,None,0,None,0, Hà Nội, Huyện Thạch Thất, Xã Yên Trung, Tỉnh Lộ 446
10395,18500,200.0,None,0,5.0,0,"Đất thổ cư, đất ở",None,0,None,0,None,0, Hà Nội, Huyện Thạch Thất, Xã Bình Yên, Tỉnh lộ 420
10396,19000,1.087,None,0,5.0,0,"Đất thổ cư, đất ở",None,0,None,0,None,0, Hà Nội, Huyện Ba Vì, Xã Minh Quang, Tỉnh Lộ 87A
10397,75000,300.0,None,0,8.0,0,"Đất thổ cư, đất ở",None,0,None,0,None,0, Hà Nội, Huyện Thạch Thất, Xã Bình Yên, Tỉnh lộ 420
10398,27990,155.0,None,0,6.0,0,"Đất thổ cư, đất ở",None,0,None,0,None,0, Hà Nội, Huyện Thạch Thất, Xã Bình Yên, Tỉnh lộ 420
10399,85000,80.0,None,1,6.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,4,0, Hà Nội, Quận Hoàng Mai, Phường Thịnh Liệt, Đường Thịnh Liệt
10400,135000,65.0,None,1,30.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,4,1,4,0, Hà Nội, Quận Hai Bà Trưng, Phường Vĩnh Tuy, Phố Kim Ngưu
10401,195000,80.0,None,1,32.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,4,1,4,0, Hà Nội, Quận Hai Bà Trưng, Phường Đồng Tâm, Phố Lê Thanh Nghị
10402,95000,65.0,None,1,50.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,5,0, Hà Nội, Quận Hoàng Mai, Phường Giáp Bát, Đường Giải Phóng
10403,125000,45.0,None,1,60.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,2,1,2,0, Hà Nội, Quận Đống Đa, Phường Phương Mai, Đường Trường Chinh
10404,148000,70.0,None,1,20.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,2,1,2,0, Hà Nội, Quận Thanh Xuân, Phường Nhân Chính, Phố Nhân Hòa
10405,72000,60.0,None,1,5.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,4,0, Hà Nội, Quận Hai Bà Trưng, Phường Vĩnh Tuy, Đường Dương Văn Bé
10406,154000,90.0,None,1,6.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,4,0, Hà Nội, Quận Thanh Xuân, Phường Nhân Chính, Đường Khuất Duy Tiến
10407,270000,260.0,None,1,50.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,2,1,2,0, Hà Nội, Quận Hoàng Mai, Phường Giáp Bát, Đường Giải Phóng
10408,120000,110.0,None,1,6.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,2,1,2,0, Hà Nội, Quận Hoàng Mai, Phường Hoàng Liệt, Đường Linh Đàm
10409,159000,140.0,None,1,6.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,2,1,2,0, Hà Nội, Quận Thanh Xuân, Phường Hạ Đình, Đường Nguyễn Xiển
10410,119000,110.0,None,1,6.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,2,1,2,0, Hà Nội, Huyện Thanh Trì, Xã Thanh Liệt, Đường Thanh Liệt
10411,154000,90.0,None,1,6.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,4,0, Hà Nội, Quận Thanh Xuân, Phường Nhân Chính, Phố Ngụy Như Kon Tum
10412,97000,105.0,None,1,6.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,5,0, Hà Nội, Quận Hoàng Mai, Phường Hoàng Liệt, Đường Linh Đàm
10413,89000,60.0,None,1,5.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,5,0, Hà Nội, Quận Hoàng Mai, Phường Định Công, Đường Trần Điền
10414,85000,70.0,None,1,5.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,4,0, Hà Nội, Quận Thanh Xuân, Phường Hạ Đình, Đường Nguyễn Xiển
10415,244000,150.0,None,1,25.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,5,1,5,0, Hà Nội, Quận Thanh Xuân, Phường Hạ Đình, Đường Khương Đình
10416,145000,90.0,None,1,5.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,5,0, Hà Nội, Quận Hai Bà Trưng, Phường Vĩnh Tuy, Phố Lạc Trung
10417,230000,130.0,None,1,6.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,5,0, Hà Nội, Quận Thanh Xuân, Phường Khương Trung, Đường Nguyễn Tuân
10418,230000,120.0,None,1,6.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,5,0, Hà Nội, Quận Thanh Xuân, Phường Nhân Chính, Phố Ngụy Như Kon Tum
10419,110000,52.0,None,0,5.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,6,0,8,0, Hà Nội, Quận Thanh Xuân, Phường Khương Trung, Phố Vương Thừa Vũ
10420,216000,85.0,None,0,6.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,6,0,8,0, Hà Nội, Quận Thanh Xuân, Phường Thanh Xuân Trung, Đường Lê Văn Thiêm
10421,198000,70.0,None,0,5.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,7,0, Hà Nội, Quận Thanh Xuân, Phường Thanh Xuân Trung, Phố Nguyễn Huy Tưởng
10422,215000,70.0,None,0,5.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,7,0, Hà Nội, Quận Thanh Xuân, Phường Thanh Xuân Trung, Đường Nguyễn Tuân
10423,129000,50.0,None,0,5.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,7,0,5,0, Hà Nội, Quận Thanh Xuân, Phường Khương Trung, Đường Nguyễn Trãi
10424,208000,160.0,None,0,5.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,4,0,7,0, Hà Nội, Quận Thanh Xuân, Phường Thanh Xuân Nam, Đường Nguyễn Trãi
10425,219000,130.0,None,0,6.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,7,0, Hà Nội, Quận Thanh Xuân, Phường Thanh Xuân Trung, Đường Khuất Duy Tiến
10426,140000,55.0,None,0,6.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,6,0,8,0, Hà Nội, Quận Thanh Xuân, Phường Nhân Chính, Đường Khuất Duy Tiến
10427,228000,110.0,None,0,6.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,4,0,5,0, Hà Nội, Quận Thanh Xuân, Phường Thanh Xuân Trung, Đường Khuất Duy Tiến
10428,126000,55.0,None,0,5.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,4,0,5,0, Hà Nội, Quận Thanh Xuân, Phường Thanh Xuân Bắc, Đường Khuất Duy Tiến
10429,262000,70.0,None,0,6.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,6,0,6,0, Hà Nội, Quận Thanh Xuân, Phường Thanh Xuân Trung, Đường Nguyễn Tuân
10430,128000,50.0,None,0,5.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,4,0,5,0, Hà Nội, Quận Thanh Xuân, Phường Thanh Xuân Trung, Đường Khuất Duy Tiến
10431,129000,50.0,None,0,5.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,4,0,5,0, Hà Nội, Quận Thanh Xuân, Phường Thanh Xuân Trung, Phố Ngụy Như Kon Tum
10432,168000,60.0,None,0,6.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,7,0, Hà Nội, Quận Thanh Xuân, Phường Thanh Xuân Trung, Phố Ngụy Như Kon Tum
10433,173000,75.0,None,0,6.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,7,0, Hà Nội, Quận Thanh Xuân, Phường Thanh Xuân Trung, Đường Khuất Duy Tiến
10434,168000,60.0,None,0,6.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,8,0,8,0, Hà Nội, Quận Thanh Xuân, Phường Thanh Xuân Trung, Phố Ngụy Như Kon Tum
