price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Ngày đăng,Loại tin,id,Số toilet,Hướng
3 tỷ VNĐ,"VẠN PHÚC, HÀ ĐÔNG, HN", 41m2,4.0,,4.0,4.0,22/04/2022,Tin thường,batdongsan_so_com_vn_1670496226.6297476,,
8 tỷ VNĐ,"VĂN QUÁN, HÀ ĐÔNG, HN", 59m2,5.0,8.0,5.0,5.0,22/04/2022,Tin thường,batdongsan_so_com_vn_1670496227.7362292,,
"4,5 tỷ VNĐ","VĂN QUÁN , HÀ ĐÔNG", 49m2,,,4.0,4.0,21/04/2022,Tin thường,batdongsan_so_com_vn_1670496228.6517174,,
"6,9 tỷ VNĐ","TRẦN DUY HƯNG, CẦU GIẤY, HN", 72m2,4.0,,4.0,7.0,20/04/2022,Tin thường,batdongsan_so_com_vn_1670496230.4015326,,
4 tỷ VNĐ,"nguyễn trãi, hà đông, hn", 40m2,3.0,8.0,4.0,3.0,19/04/2022,Tin thường,batdongsan_so_com_vn_1670496233.4044137,,
32 tỷ VNĐ,"DƯƠNG NỘI, HÀ ĐÔNG, HN", 225m2,9.0,20.0,4.0,3.0,18/04/2022,Tin thường,batdongsan_so_com_vn_1670496234.5467625,,
"11,5 tỷ VNĐ","TỪ LIÊM, HN", 140.2m2,27.0,15.0,4.0,3.0,18/04/2022,Tin thường,batdongsan_so_com_vn_1670496235.593547,,
86 tỷ VNĐ,"Cầu Giấy, HN", 265m2,6.0,10.0,2.0,2.0,14/04/2022,Tin thường,batdongsan_so_com_vn_1670496236.6138043,, Đông
"4,2 tỷ VNĐ","HÀ ĐÔNG , HN", 50m2,4.0,8.0,4.0,3.0,13/04/2022,Tin thường,batdongsan_so_com_vn_1670496237.6876044,,
16 tỷ VNĐ,"cầu giấy, hn", 50m2,4.0,10.0,6.0,4.0,12/04/2022,Tin thường,batdongsan_so_com_vn_1670496238.9077575,,
3 tỷ VNĐ,"văn phú hà đông, hn", 32m2,42.0,3.0,5.0,3.0,11/04/2022,Tin thường,batdongsan_so_com_vn_1670496261.2889895,,
10 tỷ VNĐ,"HÀ ĐÔNG , HN", 50m2,5.0,15.0,4.0,3.0,09/04/2022,Tin thường,batdongsan_so_com_vn_1670496262.2529488,,
31 tỷ VNĐ,"Hoài Đức,Hà Nội", 90m2,11.0,15.0,4.0,3.0,09/04/2022,Tin thường,batdongsan_so_com_vn_1670496263.1043184,,
"3,1 tỷ VNĐ","Hà đông,HN", 55m2,11.0,3.0,3.0,2.0,08/04/2022,Tin thường,batdongsan_so_com_vn_1670496264.3459446,,
"16,5 tỷ VNĐ","Kim ngưu, Hai bà trưng, HN", 70m2,4.0,10.0,3.0,2.0,08/04/2022,Tin thường,batdongsan_so_com_vn_1670496265.6659334,,
"20,8 tỷ VNĐ","Cầu giấy, HN", 100m2,6.0,8.0,5.0,4.0,07/04/2022,Tin thường,batdongsan_so_com_vn_1670496266.777695,,
"6,4 tỷ VNĐ","Cầu giấy,HN", 80m2,6.0,5.0,3.0,2.0,05/04/2022,Tin thường,batdongsan_so_com_vn_1670496267.8073845,,
"4,7 tỷ VNĐ",Đường Phan Đình Giót phường Hạ Đình, 34m2,4.0,3.0,5.0,3.0,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496270.2226682,3.0,
"18,3 tỷ VNĐ",Tôn Đức Thắng Đống Đa Hà Nội, 61m2,4.0,,2.0,2.0,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496272.1390283,2.0,
"8,3 tỷ VNĐ",Hoài Đức, 65m2,,,,,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496273.3624222,,
36 tỷ VNĐ,Đường Nguyễn Hữu Thọ phường Hoàng Liệt, 220m2,12.0,15.0,6.0,11.0,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496274.6713982,11.0,
"5,86 tỷ VNĐ",Hoa Bằng Yên Hòa Cầu Giấy Hà Nội, 48m2,4.0,,4.0,4.0,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496275.8047926,,
"4,6 tỷ VNĐ",Đường Ngô Quyền phường La Khê, 481m2,4.0,10.0,4.0,4.0,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496277.0609016,5.0,
,Đại thịnh- mê linh- hà nội, 300m2,,,,,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496278.0802283,,
4 tỷ VNĐ,Đường Phú Đô phường Mỹ Đình 1, 40m2,5.0,4.0,5.0,6.0,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496279.3756793,,
4 tỷ VNĐ,Đường Phú Đô phường Mỹ Đình 1, 40m2,5.0,4.0,5.0,6.0,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496280.522399,,
"3,9 tỷ VNĐ",Đường Tân Triều phường Tân Triều, 45m2,4.0,3.0,5.0,4.0,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496281.5331085,4.0,
7 tỷ VNĐ,Nhân Hòa, 46m2,,,5.0,6.0,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496282.5923283,,
"4,5 tỷ VNĐ","hoàng mai,hà nội", 55m2,,,,,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496283.708294,,
"2,8 tỷ VNĐ",Bùi Xương Trạch, 26m2,3.0,,4.0,,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496284.904526,,
6 tỷ VNĐ,la khê, 52m2,4.0,,4.0,4.0,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496305.7702343,3.0,
"6,8 tỷ VNĐ",hào nam - đống đa, 50m2,4.0,,4.0,4.0,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496307.2352397,3.0, Đông nam
5 tỷ VNĐ,Đường Bùi Huy Bích phường Hoàng Liệt, 40m2,3.0,3.0,5.0,4.0,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496311.54244,4.0,
"4,8 tỷ VNĐ","Nhà đẹp chỉ 4,8 tỷ, lô góc 2 mặt ngõ tại Ngô Quyền, Quang Trung, Hà Đông; 0912606098", 50m2,,,,,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496312.5815933,,
866 triệu VNĐ,hoàn kiếm hà nội, 80m2,5.0,6.0,,,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496313.6690714,,
,"Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội.", 45m2,9.0,,6.0,6.0,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496323.6950672,4.0,
"4,7 tỷ VNĐ",Lê Trọng Tấn- Hà Đông, 35m2,,,5.0,,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496324.805719,,
22 tỷ VNĐ,Lý Quốc Sư Hoàn Kiếm, 50m2,5.0,,,,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496325.8123415,,
7 tỷ VNĐ,Kiến Hưng- Hà Đông, 50m2,,,5.0,,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496326.881344,,
"11,8 tỷ VNĐ",Đường Vạn Phúc phường Vạn Phúc, 50m2,5.0,10.0,3.0,2.0,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496328.060123,2.0,
"1,8 tỷ VNĐ",Bạch Mai - Hà Nội, 30m2,,,,,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496329.7560396,,
3 tỷ VNĐ,Đường Phú Đô phường Phú Đô, 35m2,5.0,4.0,5.0,5.0,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496331.1355884,,
"5,8 tỷ VNĐ",Đường Trương Định, 40m2,4.0,2.0,5.0,4.0,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496332.2344697,4.0,
"4,2 tỷ VNĐ",Hà Trì - Hà Cầu - Hà Đông, 36m2,,,4.0,4.0,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496333.1245537,3.0,
"3,35 tỷ VNĐ",Văn Phú - Phú La - Hà Đông, 43m2,,,4.0,4.0,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496333.9682589,3.0,
12 tỷ VNĐ,Đường Trần Điền phường Định Công, 70m2,5.0,9.0,4.0,4.0,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496335.3121557,4.0,
6 tỷ VNĐ,Đường Ngọc Thụy phường Ngọc Thụy, 60m2,3.0,7.0,1.0,1.0,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496336.2159863,1.0,
"9,2 tỷ VNĐ",Đường hoàng Quốc việt phường nghĩa tân, 50m2,5.0,4.0,5.0,6.0,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496337.0801528,5.0,
"5,6 tỷ VNĐ",Đường Nguyễn Văn Cừ phường Bồ Đề, 55m2,4.0,3.0,3.0,3.0,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496338.19085,3.0,
"3,7 tỷ VNĐ",Đường Nguyễn Huy Tưởng phường Thanh Xuân Bắc, 26m2,4.0,6.0,6.0,6.0,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496358.4282122,,
3 tỷ VNĐ,Đường Xuân Phương phường Xuân Phương, 40m2,,3.0,4.0,,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496359.6273036,,
9 tỷ VNĐ,Cự Lộc, 48m2,,,5.0,,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496360.6842124,,
"3,85 tỷ VNĐ","Thịnh Liệt, Thanh Trì HN", 30m2,,,,,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496361.655104,,
"8,5 tỷ VNĐ",Đường Phú Mỹ phường Mỹ Đình 2, 41m2,5.0,20.0,3.0,3.0,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496362.6814964,,
"8,5 tỷ VNĐ",Đường Phú Mỹ phường Mỹ Đình 2, 41m2,5.0,20.0,3.0,3.0,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496363.907169,,
"3,3 tỷ VNĐ","Xóm Chùa, Tứ Hiệp HN", 46m2,,,,,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496364.90775,,
"4,05 tỷ VNĐ","Cổ Điển A, Thanh Trì HN", 42m2,,,,,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496366.0061035,,
"3,7 tỷ VNĐ","Cổ Điển B, Thanh Trì HN", 34m2,,,,,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496367.120071,,
3 tỷ VNĐ,Đường Đỗ Đức Dục phường Phương Canh, 30m2,4.0,3.0,5.0,4.0,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496368.1707556,,
3 tỷ VNĐ,Đường Xuân Phương phường Xuân Phương, 40m2,,1.0,5.0,,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496369.2792552,,
18 tỷ VNĐ,Đường Tây Sơn phường Ngã Tư Sở, 82m2,12.0,1.0,,,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496370.4624202,,
8 tỷ VNĐ,Quan Nhân, 60m2,5.0,,5.0,,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496371.5717804,,
"7,65 tỷ VNĐ",Đường Sài Đồng phường Sài Đồng, 46m2,,5.0,,,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496372.4878843,,
7 tỷ VNĐ,Sài Đồng - Long Biên - Hà Nội, 50m2,,,,,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496373.4652708,,
"4,65 tỷ VNĐ",Đường Phố Trạm phường Long Biên, 56m2,4.0,4.0,3.0,3.0,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496374.5272274,3.0,
"3,55 tỷ VNĐ","Chính chủ bán CHCC 3PN, 2WC, 440 Vĩnh Hưng, Hoàng Mai; 3,55 tỷ; 0912915630", 113m2,,,,,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496375.616558,,
"7,2 tỷ VNĐ",Đường Võng Thị phường Bưởi, 62m2,5.0,2.0,5.0,5.0,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496376.573209,4.0,
"3,9 tỷ VNĐ","Chính chủ cần bán nhà Yên Hòa, Cầu Giấy, 3,9tỷ; 0971553283", 32m2,,,,,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496377.610689,,
"44,9 tỷ VNĐ",Đường Nguyễn Chí Thanh phường Láng Hạ, 102m2,6.0,50.0,6.0,,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496378.7613716,5.0,
"14,5 tỷ VNĐ",Đường Núi Trúc phường Liễu Giai, 65m2,7.0,10.0,5.0,4.0,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496405.2969596,4.0,
25 tỷ VNĐ,Nguyễn Quý Đức Thanh Xuân, 81m2,4.0,,6.0,8.0,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496406.3703496,8.0,
"4,3 tỷ VNĐ",Giáp Nhất, 37m2,3.0,,5.0,,11/09/2022,Tin thường,batdongsan_so_com_vn_1670496407.2711873,,
"2,65 tỷ VNĐ","Đường Xuân Đỗ, Phường Cự Khối, Quận Long Biên, Hà Nội", 32m2,4.0,,5.0,3.0,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496408.193699,,
"2,65 tỷ VNĐ","Đường Đức Giang, Phường Đức Giang, Quận Long Biên, Hà Nội", 37m2,3.0,,,,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496409.1176515,,
"6,8 tỷ VNĐ",Đường Hồ Đền Lừ phường Lĩnh Nam, 83m2,5.0,3.0,3.0,3.0,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496410.3509457,3.0,
"7,1 tỷ VNĐ",La Khê- Hà Đông, 50m2,,,5.0,,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496411.1904628,,
"4,6 tỷ VNĐ",Văn Quán- Hà Đông, 35m2,,,5.0,,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496412.183874,,
12 tỷ VNĐ,Đường Lò Đúc phường Phạm Đình Hổ, 50m2,10.0,10.0,3.0,3.0,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496413.1916573,4.0,
"4,3 tỷ VNĐ",Chính Kinh, 38m2,,,5.0,,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496414.4149272,,
"10,5 tỷ VNĐ",Quan Hoa Cầu Giấy Hà Nội, 45m2,,,9.0,,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496415.3038445,,
"5,5 tỷ VNĐ","hoàng mai , hà nội", 56m2,,,,,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496416.5778503,,
"6,6 tỷ VNĐ",Đường Hoàng Ngọc Phách phường Láng Hạ, 51m2,4.0,4.0,5.0,5.0,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496419.50773,4.0,
5 tỷ VNĐ,Bùi Xương Trạch, 37m2,,,5.0,,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496420.4405534,,
"18,79 tỷ VNĐ",Đường Trung Kính phường Trung Hòa, 69m2,,5.0,5.0,,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496421.4426491,,
"5,6 tỷ VNĐ",Bùi Xương Trạch Thanh Xuân Hà Nội, 37m2,,,,,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496422.6076696,,
"5,2 tỷ VNĐ","hoang mai, hà nội", 61m2,,,,,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496423.6115074,,
"6,5 tỷ VNĐ",Đường Hoàng Ngân phường Nhân Chính, 40m2,5.0,6.0,5.0,6.0,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496425.0002112,5.0,
"6,5 tỷ VNĐ",Đường Hoàng Ngân phường Nhân Chính, 40m2,5.0,6.0,5.0,6.0,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496426.1695132,5.0,
"7,4 tỷ VNĐ",Chính Kinh Thanh Xuân Hà Nội, 45m2,4.0,,6.0,,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496427.1282077,,
"5,29 tỷ VNĐ",Đường Cầu Giấy phường Dịch Vọng, 35m2,3.0,1.0,6.0,4.0,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496446.9147992,5.0,
"6,1 tỷ VNĐ",Đường Trần Cung, 37m2,,,,,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496447.7527645,,
"5,7 tỷ VNĐ","nguyễn trãi, thanh xuân, hà nôi.", 65m2,,,3.0,3.0,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496448.6610978,2.0,
"2,85 tỷ VNĐ","Bán nhà phố Tân Ấp, Phúc Xá, Ba Đình; 2,85tỷ; 0916254532", 38m2,,,,,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496449.690553,,
"8,5 tỷ VNĐ",Giải Phóng, 58m2,,,,,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496452.092982,,
"2,2 tỷ VNĐ","Bán nhà TT Trường Chinh, Phương Mai, Đống Đa; 2,2tỷ; 0916254532", 42m2,,,,,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496453.7369926,,
68 ngàn VNĐ,Đường Quang Tiến phường Tây Mỗ, 41m2,5.0,30.0,1.0,1.0,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496454.8288982,,
"2,5 tỷ VNĐ","Bán chung cư tại Minh Khai, Hai Bà Trưng; 2,5 tỷ; 0916254532", 74m2,,,,,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496455.654012,,
"15,5 tỷ VNĐ",Quận Cầu Giấy, 45m2,,,,,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496456.6220345,,
"3,09 tỷ VNĐ",Đường Kính Nỗ phường Uy Nỗ, 60m2,5.0,,,,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496457.6145508,,
"1,65 tỷ VNĐ","Trâu Quỳ, Gia Lâm, Hà Nội", 30m2,,,,,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496458.5061138,,
"9,7 tỷ VNĐ",Đường Phùng chí kiên phường nghĩa đô, 45m2,4.0,1.0,7.0,5.0,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496459.4697485,7.0,
3 tỷ VNĐ,Đường Hòe Thị phường Xuân Phương, 40m2,,3.0,4.0,,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496460.5495963,,
"4,15 tỷ VNĐ",Đường Phúc Lợi phường Phúc Lợi, 45m2,5.0,4.0,4.0,4.0,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496461.4078755,3.0,
45 tỷ VNĐ,Đào Tấn Ba Đình, 163m2,11.0,,9.0,,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496462.4394598,,
"5,2 tỷ VNĐ",Đường Mỹ Đình phường Mỹ Đình, 46m2,4.0,3.0,5.0,5.0,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496463.3811584,4.0,
"2,2 tỷ VNĐ",Đường An Đào C phường Trâu Quỳ, 39m2,4.0,,,,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496464.4239306,,
5 tỷ VNĐ,Đường Lê Hữu Tựu phường Mai Lâm, 75m2,9.0,,,,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496465.4409165,,
"4,7 tỷ VNĐ",Yên Nghĩa - Hà Đông - Hà Nội, 50m2,4.0,,,,09/09/2022,Tin thường,batdongsan_so_com_vn_1670496466.3304062,,
"8,9 tỷ VNĐ",Đường Phạm Tuấn Tài phường Nghĩa Đô, 52m2,5.0,4.0,8.0,4.0,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496467.4593103,4.0,
"6,6 tỷ VNĐ",Đường Nguyễn Khánh Toàn phường Quan Hoa, 66m2,7.0,3.0,5.0,9.0,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496490.8155317,9.0,
2 tỷ VNĐ,Đường Phú Đô phường Phú Đô, 35m2,5.0,3.0,1.0,2.0,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496492.012347,,
"4,7 tỷ VNĐ","Quang Trung, Hà Đông", 44m2,4.0,3.0,4.0,4.0,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496493.009924,3.0,
866 triệu VNĐ,long biên hà nội, 80m2,5.0,6.0,,,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496493.8481572,,
"4,7 tỷ VNĐ","Quang trung, Hà Đông", 44m2,4.0,3.0,4.0,4.0,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496494.9056978,3.0, Đông nam
"8,6 tỷ VNĐ",phú la, 50m2,4.0,,5.0,6.0,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496496.0766516,4.0,
"7,921471701 tỷ VNĐ","16 Láng Hạ, phường Thành Công, quận Ba Đình", 82m2,,,4.0,2.0,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496497.28414,2.0, Đông bắc
,"Bán nhà số 40 Thanh Nhàn, Hai Bà Trưng, 0858999999", 129m2,,,,,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496498.1245525,,
6 tỷ VNĐ,Đường Phùng Khoang phường Thanh Xuân Bắc, 45m2,5.0,6.0,6.0,12.0,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496499.2062955,,
3 tỷ VNĐ,Đường Tân Mai phường Tân Mai, 15m2,2.0,15.0,5.0,3.0,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496500.256599,4.0,
"6,2 tỷ VNĐ",Đường Mỹ Đình phường Mỹ Đình 1, 40m2,4.0,2.0,4.0,4.0,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496501.337098,3.0,
"8,9 tỷ VNĐ",Đường Hồ Đền Lừ phường Hoàng Văn Thụ, 38m2,3.0,6.0,7.0,6.0,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496502.6448948,5.0,
"5,2 tỷ VNĐ",Đường Hạ Đình phường Hạ Đình, 55m2,4.0,3.0,5.0,4.0,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496503.893379,4.0,
"3,2 tỷ VNĐ",Đường Phú Diễn phường Phú Diễn, 40m2,,3.0,4.0,,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496504.812629,,
"2,2 tỷ VNĐ","Nguyên Xá, Bắc Từ Liêm", 50m2,4.0,2.0,1.0,1.0,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496505.7733145,,
"4,5 tỷ VNĐ",Đường Phố Trạm phường Long Biên, 42m2,4.0,4.0,5.0,4.0,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496506.7522066,4.0,
"13,3 tỷ VNĐ",140 Trầnn Duy  Hưng, 57m2,4.0,,7.0,5.0,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496507.7827725,6.0,
"3,35 tỷ VNĐ",Ngõ 136 Cầu Diễn, 75m2,4.0,3.0,2.0,2.0,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496508.6350062,,
22 tỷ VNĐ,Đường Nguyễn Văn Cừ phường Bồ Đề, 165m2,11.0,,,,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496509.7090263,,
"3,5 tỷ VNĐ",Đường Vĩnh Hưng phường Vĩnh Hưng, 35m2,3.0,3.0,5.0,5.0,10/09/2022,Tin thường,batdongsan_so_com_vn_1670496510.6209047,4.0,
"4,85 tỷ VNĐ","Đường Thanh Nhàn, Thanh Nhàn, Hai Bà Trưng", 47m2,,3.0,5.0,3.0,26/11/2022,Tin thường,batdongsan_so_com_vn_1670443395.574906,4.0,
"4,35 tỷ VNĐ","Đường Bùi Xương Trạch, Khương Trung, Thanh Xuân", 32m2,3.0,2.0,6.0,4.0,26/11/2022,Tin thường,batdongsan_so_com_vn_1670443398.129589,5.0,
"3,3 tỷ VNĐ",Phạm Ngọc Thạch, 18m2,3.0,3.0,4.0,2.0,26/11/2022,Tin thường,batdongsan_so_com_vn_1670443400.0021129,3.0, Tây bắc
2 tỷ VNĐ,"Cổ Dương, Tiên Dương, Đông Anh, Hà Nội", 42.3m2,4.0,,3.0,,26/11/2022,Tin thường,batdongsan_so_com_vn_1670443402.1588032,,
"14,5 tỷ VNĐ","Đường Xuân Đỉnh, Xuân Đỉnh, Bắc Từ Liêm", 88m2,8.0,4.0,8.0,28.0,26/11/2022,Tin thường,batdongsan_so_com_vn_1670443404.7569861,28.0,
"5,4 tỷ VNĐ","Đường Khương Hạ, Khương Trung, Thanh Xuân", 58m2,4.0,2.0,6.0,8.0,26/11/2022,Tin thường,batdongsan_so_com_vn_1670443407.3427205,5.0,
"4,8 tỷ VNĐ","Đường Quang Trung, Quang Trung, Hà Đông", 60m2,5.0,4.0,4.0,4.0,26/11/2022,Tin thường,batdongsan_so_com_vn_1670443409.4755557,4.0,
"3,25 tỷ VNĐ","Đường Quốc lộ 32, Di Trạch, Hoài Đức", 49m2,4.0,5.0,4.0,4.0,26/11/2022,Tin thường,batdongsan_so_com_vn_1670443411.3400278,3.0,
"3,8 tỷ VNĐ",Mậu Lương - Hà Đông, 40m2,,,4.0,,26/11/2022,Tin thường,batdongsan_so_com_vn_1670443413.550351,,
"3,75 tỷ VNĐ",Mậu Lương - Hà Đông, 39m2,,,4.0,,26/11/2022,Tin thường,batdongsan_so_com_vn_1670443415.4073381,,
"3,3 tỷ VNĐ",Hà Trì - Hà Đông, 35m2,,,5.0,,26/11/2022,Tin thường,batdongsan_so_com_vn_1670443417.567302,,
"3,25 tỷ VNĐ",Hà Trì - Hà Đông, 36m2,,,5.0,,26/11/2022,Tin thường,batdongsan_so_com_vn_1670443420.3166676,,
"3,8 tỷ VNĐ",Bà Triệu - Hà Đông, 35m2,,,5.0,,26/11/2022,Tin thường,batdongsan_so_com_vn_1670443423.3159826,,
"3,85 tỷ VNĐ",Bà Triệu - Hà Đông, 36m2,,,5.0,,26/11/2022,Tin thường,batdongsan_so_com_vn_1670443425.6189659,,
,thanh oai - hà nội, 75m2,5.0,10.0,,,26/11/2022,Tin thường,batdongsan_so_com_vn_1670443428.5091636,,
"4,3 tỷ VNĐ",Hai Bà Trưng, 43m2,4.0,,5.0,4.0,26/11/2022,Tin thường,batdongsan_so_com_vn_1670443431.3802443,4.0,
9 triệu VNĐ/m2,hà nội, 80m2,,,,,26/11/2022,Tin thường,batdongsan_so_com_vn_1670443433.9836123,,
"3,6 tỷ VNĐ","Đường Hoàng Ngân, Nhân Chính, Thanh Xuân", 36m2,5.0,6.0,2.0,3.0,26/11/2022,Tin thường,batdongsan_so_com_vn_1670443436.3423688,1.0, Đông bắc
"5,4 tỷ VNĐ","Đường Bạch Đằng, Bạch Đằng, Hai Bà Trưng", 50m2,4.0,3.0,4.0,4.0,26/11/2022,Tin thường,batdongsan_so_com_vn_1670443438.9537096,4.0,
200 triệu VNĐ,"Đường Nguyễn Khang, Trung Hòa, Cầu Giấy", 250m2,10.0,,,,26/11/2022,Tin thường,batdongsan_so_com_vn_1670443441.3168535,,
"7,2 tỷ VNĐ",ngõ 18 ngô quyền la khê, 46m2,3.0,11.0,5.0,6.0,09/09/2022,Tin thường,batdongsan_so_com_vn_1670496529.8676453,5.0, Bắc
"83,85 tỷ VNĐ",Phạm Văn Đồng Bắc Từ Liêm, 398m2,20.0,,5.0,,09/09/2022,Tin thường,batdongsan_so_com_vn_1670496530.803453,,
"2,65 tỷ VNĐ","Đường Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội", 37m2,3.0,,,,09/09/2022,Tin thường,batdongsan_so_com_vn_1670496531.69572,,
"12,5 tỷ VNĐ",Mai Dịch Cầu Giấy Hà Nội, 50m2,,,,,09/09/2022,Tin thường,batdongsan_so_com_vn_1670496532.7771783,,
14 tỷ VNĐ,Đường Hào Nam phường Cát Linh, 50m2,,4.0,5.0,4.0,09/09/2022,Tin thường,batdongsan_so_com_vn_1670496533.696223,4.0,
3 tỷ VNĐ,Đường Xuân Phương phường Xuân Phương, 35m2,3.0,2.0,4.0,4.0,09/09/2022,Tin thường,batdongsan_so_com_vn_1670496534.8912318,3.0,
