Title,Price,Area,Address,Gen_descrip,Loại hình,Ngày đăng,Ngày hết hạn,Loại tin,ID tin,Số phòng ngủ,Kệ TV,Tủ trang trí,Bàn ghế P.khách,Bình nóng lạnh,Bồn tắm,Vòi hoa sen,Bồn cầu,Bồn rửa mặt,Tình trạng pháp lý,Đường vào,Mặt tiền,Hướng nhà,Số tầng,Nội thất,Máy hút mùi,Tủ bếp,Bàn ăn,Giường ngủ,Bàn phấn,Tủ quần áo,Hướng ban công,Căn góc,Chiều sâu,Đã bao gồm thuế?,Chính chủ hay không?,Sofa phòng khách,Bàn trà,Đệm,Trần thả
"Gia đình cần bán căn góc 3 ngủ, hướng Đông Nam, view sông Hồng, nhà mới đẹp 6 tỷ","
6
Tỷ ","
103
m2
",['Bán Căn hộ chung cư  Imperia Sky Garden'],"
Thông tin căn hộ góc 3 ngủ  tại Imperia Sky Garden, Minh khai  Diện tích: 103m2 tim tườngHướng ĐN view đỉnh nhất dự án nhìn ra sông hồng và times cityNhà đã có đồ đep  Sổ đỏ cầm tay săn sàng giao dịchChủ nhà rất thiện chí bán mong muốn gặp khách mua nhanh gọc có ra lộc thêm 
",Căn hộ, 01/12/2022,29/12/2022,Bán,2048563,3.0,,,,,,,,,Sổ hồng,,,,,full cơ bản,,,,,,,,,,,,,,,
Cần bán gấp nhà riêng quận Hoàng Mai - Hà Nội,"
Thỏa thuận
","
47
m2
","['Hà Nội', 'Bán Nhà riêng tại Quận Hoàng Mai']","
Gần phố Hoàng MaiNhà dt47m. 4t. 4phòng ngủ khách wc. Sân phơi tiện ích khu vực đầy đủ ô tô cách nhà 10m chỉ hơn bốn tỷSổ đỏ chờ anh chị mua là sang tên đổi chủ ngay. 4.25 tỷ cảm ơn nhiều
",Nhà riêng, 01/12/2022,29/12/2022,Bán,2048547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cần bán nhà Vĩnh Hưng 5 tầng ngõ rộng oto vào nhà chỉ nhỉnh 3 tỷ,"
3,6
Tỷ ","
30
m2
","['Hà Nội', 'Quận Hoàng Mai', 'Bán Nhà riêng tại Đường Vĩnh Hưng']","
HIẾM !HƠN 3 TỶ Ô TÔ VÀO NHÀ - 5 TẦNG ĐẸP LONG LANH VỀ Ở NGAY.Nhà 5 tầng, ngõ rộng 5m thông thoáng.Sổ đỏ chính chủ
",Nhà riêng, 01/12/2022,29/12/2022,Bán,2048559,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sổ đỏ,5m,4m,,5.0,Đầy đủ,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
"Căn hộ giá tốt nhất thị trường trước tết, sẵn sổ đỏ, 24tr/m2","
2,3 - 3,2
Tỷ ","
87 - 127
m2
",['Bán Căn hộ chung cư  Tecco Garden'],"
CĂN HỘ GIÁ TỐT NHẤT THỊ TRƯỜNG TRƯỚC TẾT. SỔ ĐỎ SANG TÊN NGAY. GIÁ chỉ Từ 2,4ty  + Đã có sổ. Có thể sang tên ở luôn được.+ Diện tích:  -  2 ngủ: 82m2 – 89m2 . Giá chỉ từ 2,4 tỷ-  3 ngủ: 106m2. Giá 2,9 tỷ-   4 ngủ: 127.5m2 – 141.2m2- Bàn giao nội thất cơ bản: Trần thạch cao, sàn tùy căn sẽ có sàn gỗ và sàn gạch, thiết bị chiếu sáng, thiết bị vệ sinh, sàn
",Căn hộ, 01/12/2022,15/12/2022,Bán,2048552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cần bán gấp nhà riêng quận Hoàng Mai - Hà Nội ,"
6,2
Tỷ ","
85
m2
","['Hà Nội', 'Quận Hoàng Mai', 'Bán Nhà riêng tại Đường Định Công']","
Định Công Hoàng Mai4 phòng ngủ phòng khách sân phơi wc . Ô tô đỗ cách nhà 50m nhà mới rộng rãi giá rẻ 85m = 6.2 tỷSổ đỏ chờ anh chị mua là sang tên đổi chủ ngay. cảm ơn nhiều vì đã quan tâm LH 24,24.
",Nhà riêng, 01/12/2022,29/12/2022,Bán,2048527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bán nhà phố Giáp Nhị, nhà đẹp lô góc, 32 m2, 3 tỷ 180tr","
3,18
Tỷ ","
32
m2
","['Hà Nội', 'Quận Hoàng Mai', 'Bán Nhà mặt phố tại Đường Giáp Tứ']","
Bán nhà phố Giáp Nhị, nhà đẹp lô góc, 32 m2, 3 tỷ 180tr- Nhà vị trí hiếm, 5 m ra sân chung ô tô đỗ ngày đêm, trẻ con đá bóng đạp xe vô cùng an toàn- 3 bước ra đường bờ sông sét. An ninh tốt, hàng xóm thân thiện. Chủ nhà làm ăn phát đạt chuyển ra nhà phố- Khu vực dân trí khá, gần trung tâm Quận Hoàng Mai. 3 bước ra chợ, 1 đoạn tới Trường điểm cấp 1 cấp 2. Chạy bộ ra Hồ điều hòa, Công Viên Yên Sở thư giãn cuối tuần- Pháp lý đầy đủ- LH
",Nhà mặt phố, 01/12/2022,29/12/2022,Bán,2048525,,,,,,,,,,Sổ đỏ,,,,,,,,,,,,,,,,,,,,
Penthouse 335m2 bàn giao thô toà Sunshine Garden tầng 31 view khu đô thị Ao Mơ Cạnh Times City,"
Thỏa thuận
","
335
m2
",['Bán Căn hộ chung cư  Sunshine Garden'],"
Mênh danh là căn penthouse VIP nhất Toà Sunshine Garden, Toà nhà với 3 căn Penthouse đẳng cấp. Sang trọng tinh tế nằm trên. Tầng 31, Phiên bản giới hạn đáng sống (Cạnh Times City) Q. Hai Bà Trưng.Kết hợp hoàn hảo phong cách Tân Cổ Điển. Toàn bộ bên trong toà nhà được áp dụng Smarthome cho căn hộ, Dự án đầy đủ tiện ích Nội Ngoại Khu có khuôn viên xanh ở giữa bên trong toà nhà.Penthouse Sunshine Garden Phố Minh Khai căn biệt thự trên không hạng sang nằm trong khu đô thị Ao Mơ. 1 đại dự án nổi tiếng, Concet Nhà phố thương mai, khu đô thi xanh.---------------------------------------------Dự án: Penthouse Sunshine Garden (Cạnh Times City):Penthouse toà G3: Sunshine Garden.+ G3 - PH05 - 350m² (thông thuỷ).+ G3 - PH03 - 335m² (thông thuỷ).+ G3 - PH05A - 239m² (thông thuỷ).-----------------------------------------------(Dự án Có 3 căn Penthouse đẹp nhất G3, với ban công đẹp nhất ,to rộng rất thoáng).Thiết kế nằm trên tầng 31. View 360 độ thoáng nhất toà G3 Sunshine Garden. Xung quanh đầy đủ tiện ích, dãy BT thấp tầng. Khu đô thị mới ao mơ.+ Căn Penthosue được thiết kế 4Pn + 4wc, Bcông chạy dài từ phòng khách đến phòng ngủ Master.+ Trần nhà cao: 4,9m (Khách hàng có thể tự làm Duplex).+ Được bố trí Penthouse nằm trên tầng cao nhất toà nhà, view Full kính, thoáng, không bị chắn.+ 3 căn Penthouse đẹp nhất toà nhà, với các tiện ích nội khu bể bơi, gym, cây xanh bao phủ. Khách hàng được phục vụ chu đáo. Được vận hành bởi đơn vị Sunshine đầy uy tín.+ Ký HDMB trực tiếp chủ đầu tư.+ Nhận bàn giao thô, dễ dàng cho khách hàng tự thiết kế sáng tạo bên trong căn hộ của gia chủ,+ Nhận nhà ngay sau ký HDong.==========================The Penthouse HN.Hotline: zalo/viberLU Office: 16 Phạm Hùng, Mỹ Đình, Hà Nội.
",Căn hộ, 01/12/2022,15/12/2022,Bán,2048522,4.0,,,,,,,,,Sổ hồng,,,Bắc,31.0,thô,,,,,,,Nam,Có,,,,,,,
"Bán nhà phố Kim Giang 42 m2, kinh doanh tốt, 4 tỷ 750tr","
4,75
Tỷ ","
42
m2
","['Hà Nội', 'Quận Hoàng Mai', 'Bán Nhà mặt phố tại Đường Kim Giang']","
Bán nhà phố Kim Giang 42 m2, kinh doanh tốt, 4 tỷ 750tr- Ngõ thông ô tô tránh xe máy, khu vực đông dân cư sinh sống, đường ngang ngõ tắt đi qua, dân cư tấp lập, nhà trọ chung cư mi ni xung quanh như nấm. giao thông thuận tiện không lo tắc đường. - Cách một đoạn ra đường nguyễn xiển, nơi tập trung tổ hợp KĐT cao cấp The Manor Central Park, Công Viên Chu Văn An, Đại Học Thăng Long...ba bước sang KĐT Linh đàm hàng quán sầm uất- Không kinh doanh đầu tư giữ tiền tăng giá từng ngày- Chủ nhà hiền lành an nhàn hưởng thụ, nhà đẹp sạch sẽ xem là thích ngay- Pháp lý đầy đủ- LH  
",Nhà mặt phố, 01/12/2022,29/12/2022,Bán,2048516,,,,,,,,,,Sổ đỏ,,,,,,,,,,,,,,,,,,,,
 Skyvilla quận Tây Hồ sân vườn bể bơi riêng thiết kế dạng duplex 34 - 35 toà Sunshine Golden River,"
Thỏa thuận
","
278
m2
",['Bán Căn hộ chung cư  Sunshine Golden River'],"
 Mệnh danh là Căn hộ Penthouse Siêu Sang, được đặt trên tầng cao nhất tòa nhà. Được thiết kế dạng (Duplex) view Sông Hồng và sân Golf Ciputra, có bơi ngoài trời riêng biệt. Siêu Phẩm trên cao đẳng cấp ven sông hồng  toà nhà ánh sáng nổi bật nhất Khu Đô Thi Ciputra.Tòa nhà cao 35 tầng:+ Tầng 34 - 35 có 6 căn (Penthouse).Đặc biệt căn PENTHOSUE View Sông Hồng & HồTây:------------------------------------------------------------* PH-3402: 279m2  ( T1:175m2 + T2:104m2) thông thuỷ      (Hướng BC: Đông Bắc view Sông Hồng – Cầu Nhật Tân)* PH-3403: 275m2 (T1:182m2 +T2: 93m2) thông thuỷ      (Hướng BC: Tây Bắc view Sông Hồng – Cầu Thăng Long)* PH-3405: 353m2.  (T1: 228m2 + T2: 124m2) thông thuỷ      (Hướng BC: Tây Bắc view Sông Hồng – sân Gofl)--------------------------------------------------------------Thiết kế phòng khách nhìn trực diện ra Sông Hồng đẹp nhất toà nhà.Căn Penthouse thể hiện sự khác biệt trên cao Sunshine Golden River mang lại những giá trị  “ĐỘC - LẠ - KHÁC BIỆT” . đưa đến tay khách hàng Xu hướng căn hộ thông minh được áp dụng thực tế cho tòa nhà. Như Sshome, SSFace ID, Ipacking.. chỉ với 1 chạm.- Được bố trí dạng Duplex với 5PN - 4WC - phòng đọc sách, Phòng khách chính, phòng bếp, bê bơi, phòng thư giãn.- Penthouse Sunshine Golden River nằm trọn trong Khu đô thị Ciputra hưởng trọn tiện ích đã có sẵn, (ngoài ra) Khối chân đề tòa nhà  để phục vụ cư dân.- Miễn phí 2 năm Phí DV tòa nhà do đơn vị quản lý quốc tế đăt chuẩn 6* vân hành.- Bàn giao: Quý 1/2023.#Đặc biệt hơn: cho khách hành thanh toán sớm: CK 10% - Liên hệ để được tư vấn thêm Call/zalo/viberThe penthouse - Một trong những nơi đáng sống hưởng thụ!
",Căn hộ, 01/12/2022,15/12/2022,Bán,2048511,4.0,,,,,,,,,Sổ hồng,,,Nam,, cơ bản,,,,,,,Đông-Bắc,Có,,,,,,,
"Cần tiền cho con đi du học tôi gửi bán nhà ngõ 144 Thượng Đình, nhà thiết kế hợp lý","
4,1
Tỷ ","
39
m2
","['Hà Nội', 'Quận Thanh Xuân', 'Bán Nhà riêng tại Đường Thượng Đình']","
+ Nhà ở vị trí trung tâm Quận Thanh Xuân, cửa Ngõ Thủ Đô.+ Nhà gần 7 Trường trung học phổ thông và các trường đại học.+ Thanh Xuân là quận có nhiều trường đại học và trung học phổ thông nhất Hà Nội.+ Đối diện là khu Đô Thị Cao Cấp Royal City.+ Chủ nhà là Giảng viên Cao Đẳng Y.+ Vị trí rất hiếm nhà bán.
",Nhà riêng, 01/12/2022,29/12/2022,Bán,2048206,,,,,,,,,,Sổ đỏ,,,,4.0,,,,,,,,,,,,,,,,
"CC Tôn Đức Thắng- Văn Chương - Đống Đa 48m2, ở ngay, ngõ ô tô","
1,03
Tỷ ","
48
m2
","['Hà Nội', 'Quận Đống Đa', 'Bán Căn hộ chung cư tại Phố Tôn Đức Thắng']","
Căn hộ mini đẹp long lanh 48m2 2 phòng ngủ tại phố Khâm Thiên-Trần Quý Cáp, gần Ga Hà Nội, Văn Miếu Quốc Tử Giám, Gần hồ Ba mẫu, cv Thống Nhất... - Nhà 48m2 có 1 phòng khách, 2 phòng ngủ, bếp, ban công - Rẻ Nhất Đống Đa- giá nhỉnh 1 tỷ sở hữu ngay- sách đồ đến ở - Có bảo vệ 24/24. Thang máy tận nơi - Sổ hồng Vĩnh viễn Liên hệ mua nhà gọi e Liễu.
",Căn hộ, 11/11/2022,09/12/2022,Bán,2025119,,,,,,,,,,,,,,,,,,,,,,,Có,,,,,,,
"Bán nhà phố Nhật Chiêu, không gian mở, nhà là vườn và vườn cũng là nhà, 5,7 tỷ","
5,7
Tỷ ","
43
m2
","['Hà Nội', 'Quận Tây Hồ', 'Bán Nhà riêng tại Đường Nhật Chiêu']","
Khi nói đến ngôi nhà trong hẻm, người ta thường nghỉ đến căn nhà chật chội, ẩm thấp, thiếu ánh sáng...Tuy nhiên với ngôi nhà này tôi tin là các bạn sẽ thay đổi cách nhìn nhận ở trên;Có hai điểm nhấn thú vị của căn nhà đó là:1. Cách bố trí không gian mở, sử dụng nhiều khoảng lấy sáng và cây xanh tạo cảm giác “nhà là vườn và vườn cũng là nhà”. Ở bất cứ vị trí nào trong căn nhà, chúng ta đều có thể nhìn thấy cây xanh, và hít khí trời.2. Phong cách thiết kế nội thất tối giản. Phong cách này thể hiện sự đơn giản nhưng lại tinh tế và hiện đại. Không cần quá nhiều nội thất, chi tiết, đường nét nhưng vẫn đáp ứng được yếu tố thẩm mỹ. Tạo nên một không gian hài hòa lại vô cùng thoáng đãng, rộng rãi.Không cần phải nói nhiều thêm nữa, nhà đẹp phố VIP Nhật Chiêu gần hồ Tây, ngõ thông Lạc Long Quân, gần phố đi bộ Trịnh Công Sơn mà có 5,7 tỷ, anh/chị không mua nhà này thì định mua nhà nào ạ !
",Nhà riêng, 01/12/2022,29/12/2022,Bán,2048503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bán nhà Nhật Chiêu siêu đẹp, thoáng, ngõ thông, gần hồ Tây, đủ công năng, 5,6 tỷ","
5,6
Tỷ ","
45
m2
","['Hà Nội', 'Quận Tây Hồ', 'Bán Nhà riêng tại Đường Nhật Chiêu']","
Anh chị Minh có thêm cháu, đón bà nội lên ở cùng tiện phụng dượng, báo hiếu, đã mua nhà to hơn, cần bán căn góc phố Nhật Chiêu, 45m2 với giá không thể hữu nghị hơn, 5,6 tỷ;Nhà mình rất gần hồ Tây, ngõ thông khắp ngả, ra Lạc Long Quân hay Trịnh Công Sơn đều tiện, phố Nhật Chiêu thoáng đãng, nhà mình cách nhà hàng Sen Tây Hồ, Công viên nước chắc chỉ 200m2;Khu vực này đa phần là nhà cho người nước ngoài thuê, hoặc những người có địa vị cao chọn sinh sống, nên văn hóa khác biệt, văn minh, lịch sự, cộng đồng cơ bản rất đẳng cấp;Chủ đã chuyển về nhà mới, nên giá 5,6 tỷ là bao gồm cả nội thất. 
",Nhà riêng, 01/12/2022,29/12/2022,Bán,2048498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bán nhà phố Vệ Hồ cực kỳ hiện đại, phong cách Châu Âu, đi bộ ra hồ Tây, 47m2, 6,4 tỷ","
6,4
Tỷ ","
47
m2
","['Hà Nội', 'Quận Tây Hồ', 'Bán Nhà riêng tại đường Ven Hồ']","
Cô Hòa xây nhà cho con nhưng con lại sang Anh định cư, không dùng nên bán chia tiền cho con;Diện tích đất thực tế gần 50m2 nhưng để lại hơn 10m2 làm sân, bên trong thiết kế hợp lý, bên trái và phía sau nhà là biệt thự sân vườn, hàng xóm cho mở cửa sổ nên không gian thoáng đãng;Phố Vệ Hồ chạy ven hồ Tây, nhà mình cách hồ vài bước chân, ngõ thông Lạc Long Quân, đi ra trường Đông Thái, bệnh viện Meladtec ở Trích Sài rất gần;Cô chú đã có nhà nên sẽ tặng lại toàn bộ nội thất gần 500tr cho khách thiện chí.
",Nhà riêng, 01/12/2022,29/12/2022,Bán,2048496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cần bán- chung cư Hào Nam 2 phòng ngủ chỉ 1,15 tỷ full đồ","
690
Triệu ","
40
m2
","['Hà Nội', 'Quận Đống Đa', 'Bán Căn hộ chung cư tại Phố Hào Nam']","
Chung cư mini Ô CHỢ DỪA- HÀO NAM nằm trong quần thể khu dân trí cao với hạ tầng kĩ thuật và các tiện ích bao quanh đầy đủ.- Tên dự án: chung mini Ô CHỢ DỪA- HÀO NAM- Chủ đầu tư: PHẠM QUANG THẮNG- Vị trí: quận Đống Đa, TP. Hà Nội- Tổng diện tích: 120m2- Diện tích đa dạng 48-50-52m2- Quy mô: 1 sàn  căn, tổng có 18 căn* Quy mô và thiết kế: Gồm 6 tầng căn hộ, rộng thoáng, tầng 1 để xe.* Tòa nhà được trang bị 1 thang máy tốc độ cao, bảo vệ trực 24/24, PCCC hiện đại.* Giá bán đã bao gồm chi phí làm sổ và nội thất căn hộ.* Nội thất:sàn gạch, trần thách cao, đèn điện, Tủ bếp trên dưới, bếp từ, hút mùi, thiết bị vệ sinh, bình nóng lạnh, đầu chờ internet, điều hòa….*Thanh toán nhanh 5-7 ngày chiết khấu cao* Liên hệ chủ đầu tư (tôi là chủ).* Xem nhà 24/24 - Có tư Vấn Zalo, KHÔNG TRẢ GÓP
",Căn hộ, 01/12/2022,15/12/2022,Bán,2048486,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
"Bán tòa nhà văn phòng 9 tầng mặt phố Liễu Giai Quận Ba Đình, TT Phố VIP hàng xóm Lotte","
Thỏa thuận
","
100
m2
","['Hà Nội', 'Quận Ba Đình', 'Bán Nhà mặt phố tại Phố Liễu Giai']","
- TOÀ NHÀ VĂN PHÒNG MẶT PHỐ LIỄU GIAI - LÔ GÓC 3 THOÁNG- 8 NỔI 1 HẦM, MẶT TIỀN 8M KINH DOANH.- Khu vực siêu đẳng cấp, hàng xóm lotte, metropolis, 500m ra Hồ Tây. Hội tụ tất cả các ưu điểm để kinh doanh Văn Phòng, Khách Sạn, Các hãng thời trang nổi tiếng...- Thiết kế:+ Tầng hầm để xe.+ Tầng: 1-2-3: Thông sàn.+ Tầng 4: 2 ngủ, wc.+ Tầng 5: 1 ngủ lớn, wc.+ Tầng 6: Khách, bếp, phòng thờ.+ Tầng 7: 1 ngủ lớn, wc.+ Tầng 8: tum, phơi đồ.- Sổ đẹp cất két.- CHI TIẾT VỀ CĂN NHÀ LIÊN HỆ E ĐỨC 24/7, XIN TRÂN TRỌNG...
",Nhà mặt phố, 01/12/2022,29/12/2022,Bán,2048487,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sổ đỏ,10m,8m,,9.0,Full Nội Thất Xịn Giá Trị ,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
Duy nhất căn 2 phòng ngủ 1WC view bể bơi trên cao siêu đẹp chỉ 1.55 tỷ,"
1,55
Tỷ ","
60
m2
",['Bán Căn hộ chung cư  Vinhomes Ocean Park'],"
Đi nước ngoài định cư với con nên đành bán căn 2N1wc giá chỉ 1.55 tỷ.- Tổng diện tích: 60m2.- View siêu đẹp, thoáng mát.- Thiết kế : 1 phòng khách+ không gian bếp,2 phòng ngủ ,1 ban công và thêm 1 logia thiết kế hiện đại, sang trọng tối ưu hoá- Đã có sổ (xem nhà 24/7)
",Căn hộ, 25/11/2022,23/12/2022,Bán,1990700,2.0,,,,,,,,,Sổ đỏ,,,,,,,,,,,,,,,,,,,,
"Căn hộ cao cấp nhất Mỹ Đình, chiết khấu 25%, nhận nhà ngay","
5
Tỷ ","
130
m2
",['Bán Căn hộ chung cư  Sunshine Center'],"
Căn hộ cao cấp nhất quận Nam Từ Liêm.Vị trí: số 16 Phạm Hùng, phường Mỹ Đình 1, quận Nam Từ Liêm, Hà NộiGần bến xe Mỹ Đình và các trục đường hướng tâm thành phố như: Xuân Thủy- Cầu Giấy, Tôn Thất Thuyết, Dương Đình Nghệ...Nội thất trong nhà đã có hết thiết bị gắn tường, khách về chỉ việc mua đồ đạc rời là ở được luôn. Thiết bị nội thất nhập khẩu Đức, theo tiêu chuẩn như khách sạn 4*, kể cả sảnh lễ tân, hành lang đều được ốp đá Marble rất sangDự án dùng công nghệ nhận diện khuôn mặt AI, chỉ cần quét camera ở sảnh tầng 1 thì có thể lên nhà, không cần dùng thẻ thang bất tiệnBãi đỗ xe thông minh, giữ lot trong 30 phút, gần về đến nhà có thể chọn lot đỗ trướcCăn hộ 3 phòng ngủ lớn, 1 phòng ngủ nhỏ (có thể làm phòng kho, phòng đọc sách hoặc phòng làm việc), 2 phòng vệ sinhDiện tích thông thủy: 130m2, diện tích tim tường 144m2Giá 5.252 tỷ (đã gồm VAT và kinh phí bảo trì)Hướng ban công Tây Bắc, cửa chính Đông Nam
",Căn hộ, 01/12/2022,15/12/2022,Bán,2048473,3.0,,,,1.0,1.0,1.0,1.0,1.0,Sổ hồng,,,Tây-Nam,16.0,đầy đủ ,1.0,1.0,1.0,,,,Tây-Nam,Không,,,,,,,
Chính sách cực kỳ ưu đãi của CĐT dành cho khách hàng mua căn hộ tại The Zei,"
Thỏa thuận
","
107
m2
",['Bán Căn hộ chung cư  The Zei Mỹ Đình'],"
CĂN HỘ THE ZEI CAO CẤP  NHẤT  MỸ ĐÌNH TẠI  SỐ 8 LÊ ĐỨC THỌ+ Chiết khấu ngay 15,5 % với tất cả các căn trên bảng hàng+Tặng ngay 1 suất quà tặng  trị giá 400tr / căn+ Căn 3N  7,2 tỷ giờ chỉ còn 5,7 tỷ, nhà đã có sổ hồng lâu dài+ Hỗ trợ LS 0% trong vòng 24 tháng+  Nội thất bàn giao : full nội thất cao cấp liền tường , nguyên bản CĐT+  Pháp lý dõ dàng , nhận nhà ở luôn+ diện tích căn hộ 3N từ 103-107m2
",Căn hộ, 26/11/2022,24/12/2022,Bán,2042756,,,,,,,,,,Sổ hồng,,,,,,,,,,,,,,,,,,,,
"Rất rẻ - Nhà dân 6 tầng 48m2 mặt tiền 4m8 tại Ngọc Thụy Long Biên, ngõ ô tô tránh - 7 chỗ vào nhà","
5
Tỷ ","
50
m2
","['Hà Nội', 'Quận Long Biên', 'Bán Nhà riêng tại Đường Ngọc Thụy']","
Chủ nợ ngân hàng cần bán nhanh, cơ hội hiếm có cho khách mua ở hoặc đầu tư bắt đáy.Nhà cô chú còn mới đến 90%, không cần sửa sang gì chỉ cần dọn đồ về ở, hoặc bán lướt ngay cũng ok.Nhà gần chợ Ngọc Thụy, cầu Long Biên cổ kính, cách mặt phố Ngọc Thụy đúng 7 - 80m.Nhà gần 50m², 6tầng, mặt tiền hậu đều 4m8 rất đẹp, công năng đỉnh cao hiện đại.Sổ sách pháp lý chuẩn, giá chào có 5tỷ1 còn thương lượng. Liên hệ nhanh di động - zalo ĐỖ THANH>
",Nhà riêng, 01/12/2022,29/12/2022,Bán,2048447,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sổ đỏ,5m,"4,8m",,6.0,Sang Trọng,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
"Bán nhà Gia Thụy quận Long Biên, mặt tiền 5m X 9m X 5tầng không ngõ chung - giá chỉ 3,75 tỷ","
3,75
Tỷ ","
41
m2
","['Hà Nội', 'Quận Long Biên', 'Bán Nhà riêng tại Đường Gia Thụy']","
Trung tâm gia thụy, nơi đáng sống bậc nhất quận long biên. Thông số hoa hậu 41m² 5 tầng mặt tiền = hậu 5m - giá chào chỉ 3tỷ75.+ ) Nhà mới ở ngay, đi lại thuận tiện không ngõ chung đụng.+ ) Diện tích rộng 41m², xây mới 5tầng thông sàn, mặt tiền 5m cực rộng thoáng, tổng có 3 phòng ngủ wc khép kín.+ ) Sổ sách pháp lý chuẩn, gia chủ thiện chí bán nhanh, khách thích là vào việc.+ ) Giá chào chỉ 3,75 tỷ còn bớt, liên hệ DI ĐỘNG -ZALO ĐỖ THANH. XIN CẢM ƠN.
",Nhà riêng, 01/12/2022,29/12/2022,Bán,2047969,3.0,,,,,,,,,Sổ đỏ,3m,5m,,5.0,đầy đủ,,,,,,,,,,,,,,,
Nhận nhà đón tết Quý Mão 2023 với quà tân gia cực khủng tại The Zenpark LH Em Khánh,"
3,14
Tỷ ","
68,5
m2
",['Bán Căn hộ chung cư  Vinhomes Ocean Park'],"
Kính chào quý khách hàng, em Khánh TPKD Vinhomes xin gửi đến quý anh/chị qũy căn 2PN  độc quyền tại phân khu cao cấp The ZenPark.Mã căn: R1.022608 - 2PN- Hướng ban công: TN- Diện tích TT: 68.5m- View: TMDV, Quảng trưởng Metro, view siêu thoáng với tầm nhìn nội đô thành phốMã căn: R1.022608 - 2PN- Hướng ban công: TN- Diện tích TT: 68.5m- View: TMDV, Quảng trưởng Metro, view siêu thoáng với tầm nhìn nội đô thành phố- Ngoài ra bên em còn sở hữu quỹ căn đẹp khác:1PN thông thủy 44m² giá chỉ từ 1.7 tỷ.1PN + 1 thông thủy 50m² giá chỉ từ 1.9 tỷ.3PN view đẹp...* Chính sách ưu đãi đặc biệt chỉ có tại The Zenpark- Trừ trực tiếp vào giá 140 triệu theo chương trình Dễ Mua - Dễ Bán - Dễ Cho Thuê.- Tặng ngay 1 Voucher mua xe Vinfast trị giá 200 triệu.- Trả trước 30%. NH cho vay 70% HTLS 0% đến tháng 12 năm 2023. Tức là khách hàng nhận nhà 1 năm mới bắt đầu phải thanh toán gốc lãi.- Tặng gói Căn hộ thông minh Smart Home Gold.- Quà tân gia 5 chỉ vàng* Tiêu chuẩn bàn giao cao cấp nhất tại Vinhomes OCP.- Toàn bộ sàn gỗ nhập khẩu cao cấp.- Điều hòa trung tâm âm trần, cho độ mát sâu và lọc sạch không khí.- Cửa kính chạm sàn cho tầm nhìn Panorama.- Hệ tủ bếp và tủ tường gỗ An Cường phủ Acrylic cực kỳ sang trọng.- Thiết bị bếp Gorenje.- Thiết bị phòng tắm Grohe.- Khóa cửa hiện đại 3 chức năng (khóa cơ, mật khẩu, vân tay).* Đặc quyền chỉ riêng tại The Zenpark:- Nội khu đẳng cấp với vườn Nhật, hồ cá Koi, cạnh bể bơi mái kính 4 mùa.- Sảnh cư dân, phòng gym... Đẳng cấp.- Đặc quyền sử dụng miễn phí BBQ, bể bơi 4 mùa cùng nhiều tiện ích 5* khác.- Mỗi sảnh đều có lễ tân.Gọi ngay em Khánh để lên thăm trực tiếp căn hộ + Tư vấn miễn phí 24/7, call/SMS/Zalo.
",Căn hộ, 01/12/2022,15/12/2022,Bán,2048452,2.0,,,,1.0,1.0,1.0,1.0,1.0,Sổ đỏ,,,Đông-Bắc,26.0,Liền tường nhập khẩu cao cấp,1.0,1.0,,,,,Tây-Nam,Không,,,,,,,
