,Price,Address,Area,Direction,Facade,Building Line,Floors,Bedrooms,Toilets,Details,Publish Time,Type,ID,District
20484,12000,"Kim Đồng, Hoàng Mai, HN",36.0,None,6.0,10.0,4,4,None,"NHÀ MẶT PHỐ KIM ĐỒNG KINH DOANH SẦM UẤT – THÔNG SỐ VÀNG CHO NHÀ ĐẦU TƯ, KINH DOANH…. Vị trí đẹp & tiềm năng tốt, nhà lợi thế mặt tiền rộng 6m, gồm 1 MP KIM ĐỒNG, vỉa hè rất rộng và 1 mặt ngõ sau nhà Ô tô đi thoải mái, tuyến đường Vành đai 2.5 đang triển khai, sau khi thông nút giao thông Giải Phóng thì giá tăng sẽ gấp bội, xung quanh có nhiều dự án đang triển khai: TTTM Vingroup xây dựng, AEO MALL Hoàng Mai – Giáp Bát,…. Vị trí nhà gần các trường Đại Học Bách Khoa, Kinh Tế, Xây Dựng… An sinh tiện ích cực đỉnh. THÔNG SỐ VÀNG CHO 1 CĂN NHÀ MẶT PHỐ: Diện tích 36 m2 – Mặt tiền gần 6m – Giá quá đẹp 12 Tỷ. *Thiết kế hợp lý: Nhà xây 04 Tầng, 1 tum. Với tầng 1, 2: Thông sàn kinh doanh. Tầng  3, 4: Mỗi tầng 01 Phòng, nhà bếp + Wc. Vui lòng liên hệ để được cung cấp đầy đủ thông tin và xem nhà. + Liên hệ ngay Đinh Tiến – 0943.651.814",22/03/2022,Tin thường,batdongsan_so_com_vn_1673829471.8537197,Hoàng Mai
20485,6740,"Ngõ Phố Đội Cấn, Ba Đình, Hà Nội",48.0,None,4.0,2.0,5,5,4,"✅  Bán nhà thiết kế cực đẹp, thoáng. Trước nhà có sân để xe. Nội thất được trang trí bằng gỗ sang trọng, đẳng cấp. Sân để xe rộng rãi rộng rãi, cách phố lớn Đội Cấn 25m. Vị trí dân trí cao, tiện nghi đi lại và sinh hoạt. Diện tích 48m2 x 5 tầng. --------------------------------------------------------- ✔️  Thiết kế, công năng: Kiến trúc Tân cổ điển.  - Diện tích 48m2, 5 tầng mới đẹp, 5 phòng ngủ. - Tầng 1: Phòng khách + Phòng bếp và ăn. - Tầng 2: Phòng sinh hoạt chung. Phòng ngủ + Vệ sinh. - Tầng 3, 4: Mỗi tầng 2 phòng ngủ + Vệ sinh. - Tầng 5: Phòng thờ. Không gian ngoài trời, kho, sân phơi. ✔️  Vị trí: - Nhà ở vị trí dân trí cao, an ninh cực tốt, khu vực có nhiều người nước ngoài sinh sống. Nằm trên Đất Văn, đất Võ Đội Cấn. Nhà cách đường oto tránh 25m. View và khí hậu hồ mát. - Nhà bên cạnh hồ Đầm Tròn, trung tâm Quận Ba Đình, gần đường Giang Văn Minh, gần Lăng Bác, công viên Bách Thảo. Vị trí thuận tiện ra Phố Cổ, hồ Hoàng Kiếm. - Một vị trí đáng an cư lập nghiệm cho sự thịnh vượng của gia đình. ✔️  Nội thất: - Được làm tỉ mỉ với chủ đạo là gỗ: Các cửa, cầu thang, tủ bếp. Sàn gỗ Malaysia chống trơn trượt nên rất sang trọng và đẳng cấp. - Thiết bị điện cao cấp, dây Trần Phú đi GEN cẩn thận.Đèn LED. Thiết bị vệ sinh TOTO nhập khẩu, vách tắm đứng. ✔️  Cam kết sổ đỏ chính chủ, Giấy phép xây dựng. ✔️  Giá chỉ: 6.75 tỷ (có thương lượng, bao sang tên). ✔️  Liên hệ xem nhà trực tiếp Mr.Tuấn: 0964 357 352 (miễn TG, MG)",22/03/2022,Tin thường,batdongsan_so_com_vn_1673829473.1063757,Ba Đình
20505,3600,"Ngõ 234 Hoàng Quốc Việt, Nghĩa Tân, Cầu Giấy, Hà Nội",36.0,None,4.0,3.0,5,4,4,"✅  Bán nhà tuyệt đẹp mặt ngõ thông 234 Hoàng Quốc Việt, Nghĩa Tân, Cầu Giấy. Hoặc có thể đi từ 297 Trần Cung, Bắc Từ Liêm. Nhà mặt ngõ thông, ô tô nhỏ đỗ cổng, kinh doanh (cửa hàng, tạp hóa, quầy thuốc...) cách khu đô thị Nam Cường 30m thuận tiện đi lại, sinh hoạt. ------------------------------------------------------------------------------------- ✔️  Nhà thiết kế Tân Cổ Điển sang trong đẳng cấp ngập tràn ánh sáng tự nhiên. - Diện tích 35 m2, 5 tầng mới đẹp, 4 phòng ngủ. - Tầng 1: Kinh doanh, buôn bán, bếp, để xe. - Tầng 2, 3: Mỗi tầng 1 phòng ngủ rộng, vệ sinh. - Tầng 4: Thiết kế 2 phòng ngủ, vệ sinh. - Tầng 5: Phòng thờ, sân phơi rộng thoáng. ✔️  Nội thất: - Trong nhà toàn hàng nhập ngoại: Sàn gỗ, cầu thang, cửa thông phòng đều được làm bằng gỗ lim, tủ âm tường, bếp điện từ, hút mùi, bình nóng lạnh, điều hòa... - Toàn bộ thiết bị nhà vệ sinh đều là hãng ToTo cao cấp, dây điện Trần Phú. ✔️  Vị trí: Nhà nằm ở vị trí đẹp, mặt ngõ thông, ô tô đỗ cửa,cách KĐT Nam Cường ,trường Cao Đẳng Y Dược Asean, trường Newton 50m. Thuận tiện đi lại sinh hoạt vô cùng. ✔️  Cam kết sổ đỏ chính chủ, đầy đủ HSTK, GPXD. ✔️  Giá thương lượng chỉ từ 3.6 tỷ- 4.6 tỷ (có thương lượng, bao sang tên) ✔️  Liên hệ  xem nhà trực tiếp Mr.Tuấn: 0964 357 352 (miễn TG) ",22/03/2022,Tin thường,batdongsan_so_com_vn_1673829513.5189953,Cầu Giấy
20507,12 ngàn VNĐ/m2,"đồi gạo,bình yên,thạch thất",62.0,None,6.0,6.0,1,1,1,"- Cách khu công nghệ cao và Đại Học Quốc - - Gia chỉ nhỉnh 666m.- Cách Quốc lộ 21A ( lên Sơn Tây ) chỉ 350m.- NGÃ BA HÒA LẠC Đây còn là nút giao của hai trục đường huyết mạch Quốc lộ 21A và Tỉnh lộ 420, một vị trí trọng điểm, trung tâm phát triển của cả vùngCách sân bay Hòa Lạc chỉ 2 km☎️☎️☎️☎️ Hotline: 0387507522 (có zalo)",22/03/2022,Tin thường,batdongsan_so_com_vn_1673829534.9609296,Thạch Thất
20515,4650,"Trương Định, Hoàng Mai, Hà Nội",52.0,None,4.0,3.0,4,5,3,"NHÀ DÂN XÂY KIÊN CỐ, BỀN ĐẸP - ĐƯỜNG TRƯỚC NHÀ RỘNG 3M - SÂN ĐỂ Ô TÔ GẦN Thiết kế: 04 tầng tổng 05 phòng ngủ, 3 nhà vệ sinh, 1 phòng bếp, 1 phòng khách, chỗ để xe riêng, giếng trời, sân phơi có mái tôn, có ban công thoáng mát. Kiến trúc nhà liền kề đẹp với Cửa gỗ chắc chắn, đẹp. Có thể nâng tầng khi có nhu cầu.Ngay cạnh sân chơi và nhà văn hóa khu dân cư nên rất thoáng mát, tiện cho trẻ nhỏ vui chơi. Không gian thoáng mát, hàng xóm thân thiện. Ngõ thông ra khắp nơi. Tiện ích đỉnh cao:- Trường học cấp 1, 2, 3 (200m) tiện đưa đón con cái.- Trường mẫu giáo điểm của Quận ngay đầu ngõ (50m) trạm y tế phường ngay đầu ngõ (50m).- Gần Các trường đại học lớn như: Xây dựng, Bách Khoa, Kinh tế,... (1.5 km).- Chợ/trung tâm thương mại Trương Định ngay đầu ngõ tiện mua sắm, buôn bán.- Gần chung cư cao cấp Madarin (100m).- Gần công viên hồ điều hòa Đền Lừ (600m).- Gần các bệnh viện lớn Bạch Mai, Việt Đức. (1.5km).- Gần bến xe Giáp bát (500m, có thể đi bộ ra bến xe).- Ô tô để ngoài sân miễn phí. Diện tích 48,5/52.5m2 - Mặt tiền 4.5m. - Sổ đỏ chính chủ. + Liên hệ: Đinh Tiến - 0943.651.814Miễn phí cung cấp mọi dịch vụ ngay cả khi giao dịch thành công.Trân trọng!",22/03/2022,Tin thường,batdongsan_so_com_vn_1673829545.4230006,Hoàng Mai
20548,2000,"Đường Khương Trung, Khương Trung, Thanh Xuân",30.0,None,4.0,3.0,None,2,2,"
    NHÀ ĐẸP KHƯƠNG TRUNG - THANH XUÂN - Ở NGAY- 30M2 - 3 TẦNG - 2 NGỦ.DT 30m2 x 3 tầng x giá chỉ 2.35 Tỷ. Mô tả: + Nhà nằm vị trí cực đỉnh, gần chợ, vài bước ra ô tô,  giao thông đi lại thuận tiện.+ Chủ để lại toàn bộ nội thất xịn sò, nhà vẫn còn mới khách chỉ việc xách valy về ở chả phải sửa sang gì.Thiết kế: + Tầng 1: Phòng khách + bếp+ Tầng 2, 3: Ngủ + WC+ Sổ vuông đẹp, sẵn sàng giao dịch.Liên hệ: 0844899222 - 0865089699 Ms Thanh  (Miễn tiếp MG, TG)  ",30/11/2022,Tin thường,batdongsan_so_com_vn_1673785280.3013046,Thanh Xuân
20552,3700,"Đường Lê Quang Đạo, Mỹ Đình 2, Nam Từ Liêm",33.0,None,4.0,3.0,5,3,None,"+ Nhà vị trí đẹp, diện tích 33 m2 x 5 tầng giá 3,7 tỷ, nhà cực gần đường ô tô, thông tứ phía. Rất nhiều lối đẹp vào nhà.  + Nhà 5 tầng rộng rãi, hiện đang cho thuê.  + Thiết kế:  - Tầng 1: Khách, bếp wc. - Tầng 2+3 +4 mỗi tầng 1 phòng, 1 vệ sinh. - Tầng 5: Phòng thờ, sân phơi. + Trung tâm làng Phú Đô, tiện ích ngập tràn, mua bán sinh hoạt cực kỳ thuận tiện. + Gần bệnh viện Hồng Ngọc, sân vận động Mỹ Đình, The Manor Mễ Trì, Vinhome Smartcity, Phạm Hùng...  + Sổ đỏ vuông đẹp sẵn sàng giao dịch. + LH,Hoàng Bắc,ĐT: 0377 610 275, chuyên nhà đất,thổ địa hà nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7  ",30/11/2022,Tin thường,batdongsan_so_com_vn_1673785284.5499837,Nam Từ Liêm
20557,32000,"Đường Cầu vượt Mai Dịch, Dịch Vọng, Cầu Giấy",185.0, Tây nam,10.0,2.0,4,4,5,"Cường ơi - Tớ đang cần tìm nhà ở Hà Nội Có Sân Vườn?👍Hiện nay Cường đang có 1 căn Biệt Thự Nhà Vườn. Khu Vực Cầu Giấy. Nằm Ngay Khu Trung Tâm Cầu Giấy.🏠Lối Nhà Vườn 185m2  Biệt Thự Trung Tâm Quận, Để ở hay giữ tiền cực tiềm năng      Mặt Tiền 10m      Khu Vực Được Phân Lô. Biệt Thự 4 TẦNG - 4 PHÒNG NGỦ, Rộng.CÓ SÂN CHƠI - (Thiết Kế Vườn Hoa)CÓ SÂN THƯỢNG- Rộng Rãi.Đường oto. Đất Ở Hay Đầu Tư Đều Đẹp Sổ Đỏ Chính Chủ. ☎️Liên Hệ Với Cường : 0398 218 398 - 0869 356 605",30/11/2022,Tin thường,batdongsan_so_com_vn_1673785289.738062,Cầu Giấy
20558,6600,"Đường Trần Bình, Mai Dịch, Cầu Giấy",55.0,None,4.0,5.0,5,4,3,"
    Cực Hiếm Bán Nhà Phố Trần Bình, Mai Dịch, Cầu giấy 55m nhỉnh 6 tỷ
- Vị trí cực đẹp, xung quanh trường học các cấp 1,2,3. Đại học Thương mại, Đại học Quốc gia, Đại học Ngoại ngữ, Học viện Báo chí Tuyên truyền..
- Giao thông thuận lợi, Ô tô đỗ, Thông lê ĐứcThọ, Trần Bình, Nguyễn Hoàng, Hồ Tùng Mậu.. Bễn Xe Mỹ Đình..
- Khu vực Hot nối liền Mỹ Đình, Nam Từ Liêm với Cầu Giấy. Tiện ích Ngập tràn, phát triển sầm uất.
- Sổ CC Đẹp như hoa hậu. sang tên nhanh gọn
Xem Nhà Đất, tư vấn gọi Mr Đức Nhà Đẹp. Rất nhiều Nhà Đất đẹp phù hợp mọi nhu cầu Anh Chị Em nhé.
",30/11/2022,Tin thường,batdongsan_so_com_vn_1673785290.7284105,Cầu Giấy
20559,1750,"Đường Lĩnh Nam, Vĩnh Hưng, Hoàng Mai",47.0,None,4.0,8.0,5,2,2,"- Nhà mình bán ô tô đỗ cửa vào nhà. View hồ câu thoáng mát. - Nhà mình chủ vừa mới xây, khách ưng về lên đồ là ở luôn. Dành cho khách thích yên tĩnh và hưởng trọn không khí trong lành giữa thủ đô ồn ào tấp lập.Pháp lý:- Nguồn gốc đất NN chung gần 1000m.- Giao dịch công chứng hợp đồng mua bánThiết kế:- Tầng 1: Khách + bếp + vệ sinh + sân để xe.- Tầng 2: 02 phòng ngủ + vệ sinh. -------------------------Liên hệ xem nhà MIỄN PHÍ: 0965 399 689 (Mr Châu)",30/11/2022,Tin thường,batdongsan_so_com_vn_1673785291.7586553,Hoàng Mai
20562,27500,"nam dư, lính nam, hoàng mai, Hà Nội",145.0,None,13.0,6.0,8,10,10,"+  SIÊU PHẨM CÓ 1 - 0 - 2 - 8 TẦNG THANG MÁY - LÔ GÓC -  VỪA Ở VỪA KINH DOANH - CHO THUÊ DOANH THU 150 TRIỆU/ THÁNG Mô tả:- Vị trí đắc địa: tại Nam Dư đẹp nhất phố, lô góc 2 mặt ngõ ô tô. - Chủ thiết kế tỉ mỉ chi tiết và làm rất tâm huyết: + Tầng 1: Gara ô tô xe máy, văn phòng, 2 vệ sinh+ Tầng 2: cho thuê Văn phòng + 1 ngủ, 2 vệ sinh+ Tầng: 3,4,5,6: mỗi tầng 6 phòng + 6 vệ sinh riêng+ Tầng 7: tổng 3 ngủ trong đó 1 phòng Víp cho thuê 8 triệu, sân phơi+ tầng 8 cho thuê 25tr/tháng.- Nhà hiện tại đang cho thuê văn phòng và thuê phòng doanh thu full cả nhà 150 triệu/ tháng.- Sổ đỏ phân lô, sẵn sàng giao dịch ngay.+ AC quan tâm zalo em Đỗ Hạnh : 0845 790 555 hoặc 0911 206 189 thanks.",30/11/2022,Tin thường,batdongsan_so_com_vn_1673785295.0778165,Hoàng Mai
20565,3300,"Đường Phan Đình Giót, La Khê, Hà Đông",40.0,None,4.0,4.0,3,2,3,"
    

Mô tả:
+ Ngõ to ô tô đỗ, vị trí đẹp thuận tiện đỗ ô tô ngày đêm.
 
+ Nhà có gác xép khách mua về sơn qua lại ở vẫn tốt, hoặc xây mới.
 
+ Nhà chỉ cách ô tô tránh  đúng 20m.
 
+ Xung quanh Chợ, trường rất gần thuận tiện sinh hoạt.
 
+ Sổ đỏ vuông như tờ A4

Liên hệ: Công NHÀ TO Hà Đông 0931706698
Miễn trung gian, môi giới
",30/11/2022,Tin thường,batdongsan_so_com_vn_1673785298.2383294,Hà Đông
20572,2900,lê trọng tấn hà đông hà nội,45.0, Đông nam,3.0,8.0,5,3,4,"HÀNG XÓM GLEMXIMCO GIÀU BỀN VỮNG _ XE 29 ĐỖ CỔNG_ ĐỂ Ở THÌ SƯỚNG_ ĐẦU TƯ THÌ TIỀM NĂNG_ CHỦ NHIỆT BÁN Lê Trọng Tấn  Dương Nội ( Cổng D khu biệt thự Glemximco ) DIỆN TÍCH  33/45M, nhà  5 tầng Giá cực sốc 2.9 tỷ , mua ở hay đầu tư đều rất là tuyệt vời. Hàng xóm quá giàu, với nhỉnh 2 tỷ thì VỊ TRÍ ĐỈNH RỒI. Mua hàng xóm là chính :)))) Toạ lạc ngay cổng khu D khu biệt thự Glemximco ô tô tải đỗ cổng. Đường thông sang Ỷ La, Hoa Thám, khu đấu giá Dương Nội. Đối diện cổng chào A,B khu biệt thự Glemximco và chuỗi Biệt thự An Vượng. Ba bước ra Công Viên Thiên Văn Học. Tiềm năng tăng giá từng ngày. Khách mua ở, đầu tư, kinh doanh online đều phù hợp. Tiện ích xung quanh bạt ngàn, kể thâu đêm suốt sáng không hết: chợ, trường, UBND, khu vui chơi,... Nhà mới keng rất lộc, chủ làm ăn phát đạt đổi nhà to hơn cho vợ con thoải mái. - Tầng 1: PK + Bếp + WC - Tầng 2+3: PN + WC - Tầng 4: PN + PT + sân phơi. - Tầng 5: Tum vườn. * Sổ đỏ nét căng, chủ gửi ngân hàng cho mới, khách hỗ trợ chủ rút sổ. Liên hệ ngay để biết thêm thông tin, cũng như được hỗ trợ xem nhà miễn phí Hotline 24/7 : 0844 6666 97",21/03/2022,Tin thường,batdongsan_so_com_vn_1673829629.209547,Hà Đông
20581,2950,"Lĩnh Nam, Hoàng Mai, Hà Nội",37.0,None,4.0,2.0,5,5,4," BÁN NHÀ LĨNH NAM 37M2 – 5 TẦNG – MT 4M  - 2.95 TỶ + Nhà mới nguyên, nội thất hoàn thiện, phòng nào cũng có cửa sổ. + Thiết kế: 1 ngủ rộng và 4 ngủ nhỏ, 1 phòng thờ, sân phơi. + Ngõ thoáng, sạch, dân trí cao. 50m ra ô tô + Sổ đỏ đẹp, pháp lý chuẩn. Chào 2.95 (Gia lộc) + Liên hê: Đỗ Phong - 0929641121",20/03/2022,Tin thường,batdongsan_so_com_vn_1673829645.3704154,Hoàng Mai
20605,210,Thái Lai Minh Trí Sóc Sơn,700.0,None,20.0,6.0,None,None,None,"BÁN NHANH MẢNH ĐẤT 700m2 SIÊU ĐẸP LÔ GÓC 2 MẶT TIỀN TRỤC CHÍNH LIÊN XÃ - MINH TRÍ SÓC SƠN.+ 700m2 đất chỉ từ 3triệu/m+ Đường rộng 6m, trục chính liên xã giao thông thuận tiện, khu đông dân cư, đầy đủ tiện ích, cách KCN sạch Minh Trí 1km, gần sân Golf Minh Trí, cách khu nghỉ dưỡng Hồ Đồng Đò 500m. Gần các trang trại. 5phút ra trung tâm thị trấn Sóc Sơn.Giấy tờ pháp lý chuẩn giao dịch trong ngày.☎️  037.605.1715 Để được TV",19/03/2022,Tin thường,batdongsan_so_com_vn_1673829693.5170825,Sóc Sơn
20612,12000,"Chùa Láng, Đống Đa, Hà Nội",61.0,None,5.0,6.0,5,5,5,"Bán nhà phân lô ngõ 31 Chùa Láng, Đống Đa 61m2, 5 tầng nhà đẹp, 12 tỷ có thương lượng.+ Vị trí mặt ngõ 31 rộng thoáng phân lô ô tô tránh.+ Có thể ở kinh doanh, cho thuê gần 30 triệu/ thàng..+ Thiết kế 5 tầng, 5 phòng ngủ rộng thoáng.+ Sổ đỏ đẹp, chính chủ.+ Sổ đỏ vuông vắn, chính chủ.+ Liên hệ: Mr. Hoan 0877.855.777 Zalo, Viber, Fb (Hoan biệt thự, liền kề, mặt phố, khách sạn). Miễn phí xem nhà đến tư vấn pháp lý.+ Fanpage: https://www.facebook.com/Estatebds.vn",19/03/2022,Tin thường,batdongsan_so_com_vn_1673829721.5655835,Đống Đa
20645,5400,Đường Hoàng Mai,80.0,None,4.0,2.0,None,None,None,"🌹 BÁN ĐẤT ĐƯỜNG HOÀNG MAI - Ô TÔ CÁCH 30M 💥 79M2, MT 4.4M. GIÁ CHÀO 5.4 TỶ (có TL) 💥 Ngõ rộng đẹp, xe 5 tạ đỗ cửa. 💥 A/C đầu tư xây CCMN thì đẹp miễn bàn. 💥 Khu vực tập trung Sinh viên Bách - Kinh- Xây ☎️ Liên hệ: Đỗ Phong - 0929641121",18/03/2022,Tin thường,batdongsan_so_com_vn_1673829775.8872926,Hoàng Mai
20662,980,"419, tân xã,thạch thất",60.0,None,6.0,6.0,None,None,None,"– Gần hệ thống giáo dục và Đào tạo chuẩn Quốc tế như TH School, trường THPT & ĐH FPT. * Thông tin sản phẩm:– Diện tích đa dạng: Từ 60 – 100m2, MT: 6-7m– Pháp lý an toàn tuyệt đối, sổ đỏ từng lô.– Hạ tầng đồng bộ, đường nội khu 5 – 6m, 2 ô tô tránh nhau thoải mái.– Xung quanh dân cư hiện hữu, đầy đủ tiện ích.",18/03/2022,Tin thường,batdongsan_so_com_vn_1673829812.1769762,Thạch Thất
20666,24000,"Trung Kính, Cầu Giấy",92.0, Đông bắc,4.0,7.0,4,4,4,"Chính chủ bán nhà mặt ngõ cách  đường đôi Trung Kính  70m, đường vào rộng 7m, hai ô tô tải tránh nhau, ô tô 7 chỗ đỗ trong nhà: Mô tả: - Diện tích 92m2, nhà phân lô xây dựng 4 tầng. - Mặt tiền: 4.5m, ô tô đỗ vỉa hè hay trong nhà đều. - Đối diện là khu qua hoạch chung cư và TTTM - Dân trí cao, gần các trường đại học, chợ, trường mầm non… có thể làm VP công ty, kinh doanh, spa… Sổ đỏ chính chủ Giá bán: 24,5 tỷ( có thương lượng)  Liên hệ: Mr Hoàng: 0839 763 366  Bán nhà phố trung kính, nhà mặt phố trung kính, nhà đất trung kính, nhà đất cầu giấy, bán nhà mặt phố trung kính, nhà mặt phố quận cầu giấy, nhà liền kề trung kính, chính chủ bán nhà trung kính.  ",18/03/2022,Tin thường,batdongsan_so_com_vn_1673829816.4905064,Cầu Giấy
20670,17000,"Xuân Thủy, Cầu Giấy, Hà Nội",52.0,None,4.0,10.0,None,None,None,"BÁN ĐẤT MẶT PHỐ XUÂN THỦY/CẦU GIẤY – 52m2  - Gia đình cần tiền nên bán mảnh đất mặt phố, đường Xuân Thủy/Dich Vọng Hậu/Cầu Giấy/Hà Nội. - Mảnh đất vuông vắn, đẹp, vỉa hè rộng, hiện trạng có nhà cũ cho thuê kinh doanh, khách mua có thể tận dụng sửa sang kinh doanh tiếp hoặc xây nhà mới! - Khu vực đông đúc, sầm uất, kinh doanh tấp nập. xung quanh rất nhiều trung tâm kinh doanh, mua sắm, hành chính, tài chính, các trường ĐH… đặc biệt là gần ĐHSP Hà Nội, HV Báo chí tuyên truyền… - Sổ đỏ chính chủ, sẵn sàng giao dịch. - Giá: 17 tỷ (có thương lượng). - Liên hệ: 0335368282.",18/03/2022,Tin thường,batdongsan_so_com_vn_1673829838.6456666,Cầu Giấy
20681,5650,"Ngõ Phố Đông Ngạc, Bắc Từ Liêm, Hà Nội",50.0,None,4.0,4.0,6,6,4,"✅  Bán nhà thiết kế mới tuyệt đẹp, ngõ thông 2 đầu tại đất “Học” Đông Ngạc, Bắc Từ Liêm. Nhà ngõ thông phố chợ Kẻ Vẽ, vị trí kinh doanh đắc địa, ôtô 16 chỗ đậu cửa. Gần Trường mầm non, cấp 1, cấp 2 Đông Ngạc, ĐH Y Tế Công Cộng, UBND phường,… ------------------------------------------------------------------------------------- ✔️  Nhà thiết kế Tân Cổ Điển sang trọng, đẳng cấp: - Diện tích 50m2, 6 tầng mới đẹp, 6 phòng ngủ. - Tầng 1: Kinh doanh, buôn bán. Phòng bếp + Ăn. - Tâng Lửng: Phòng Khách Master, Phòng sinh hoạt chung. - Tầng 2, 3, 4: Mỗi tầng 2 phòng ngủ, vệ sinh. - Tầng 5: Phòng thờ lớn. Kho, sân phơi, tiệc ngoài trời. ✔️  Nội thất: - Nội thất sử dụng hàng nhập: Sàn gỗ, cầu thang, cửa thông phòng được sử dụng ngỗ Lim Nam Phi. Tủ âm tường, bếp điện từ, hút mùi, bình nóng lanh, điều hòa,… - Thiết bị vệ sinh sử dụng hãng ToTo cao cấp, dây điện Trần Phú. ✔️  Vị Trí: - Nhà nằm vị trí đắc địa, mặt ngõ thông. Ô tô đỗ cửa ngày đêm. Cạnh phố chợ Kẻ Vẽ, Trường mầm non, cấp 1, 2. UBND phường,..Cạnh khu vui chơi trẻ em. - Nhà rất thuận tiện cho việc kinh doanh, đi lại và sinh hoạt. Thuộc vị trí đất “Học”, đất “Quan’ Đông Ngạc. ✔️  Pháp lý: Cam kết sổ đổ chính chủ, giấy phép xây dựng. ✔️  Giá chỉ có: 5.65 tỷ (có thương lượng, bao sang tên). ✔️  Liên hệ trực tiếp Mr.Tuấn: 0964 357 352 (miễn TG, MG).",18/03/2022,Tin thường,batdongsan_so_com_vn_1673829853.4575496,Bắc Từ Liêm
20688,1250,"Thuỷ Xuân Tiên, Chương Mỹ, Hà Nội",80.0,None,5.0,6.0,None,None,None,"Bán đất Thuỷ Xuân Tiên Chương Mỹ HN.DT 80m giá đầu tư nhỉnh 1 tỷ.Cách TT Xuân Mai 2km- Diện tích 80m2 full đất ở, mặt tiền 5,3m, đường 6m. Đất vuông vắn đường thông. Không lỗi phong thuỷ+ Vị trí: Nằm trong khu đô thị vệ tinh Xuân Mai. Lô đất gần trục đường CK2, cách QL21A 100m, cách chợ Bê Tông 500m, cách thị trấn Xuân Mai 2km, Cách trung tâm Hà Nội 25km. Lô đất phân lô cho bộ đội đặc công nên đặc biệt an ninh an toàn. Xung quanh dân cư ở đông đúc, đầy đủ tiện ích, trường học, bệnh viện.- Vị trí tiềm năng phát triển. Cơ hội đầu tư x3,x4 lần.- Pháp lý rõ ràng, sổ đỏ chính chủ. (Có thương lượng với khách thiện chí)Liên hệ xem đất miễn phí 24/7: Mr. Dương/0914450004.",18/03/2022,Tin thường,batdongsan_so_com_vn_1673829883.3750007,Chương Mỹ
20712,1675,"Khoan Tế, Đa Tốn, Gia Lâm, Hà Nội",50.0, Đông bắc,4.0,2.0,None,None,None,"- Anh trai cần tiền đầu tư kinh doanh gửi bán độc quyền 02 thửa đất đẹp tại Khoan Tế -Đa Tốn –Gia Lâm. - Diện tích thửa đất là 52m2 và 50m2 mặt tiền hơn 4m, đường trước đất hơn 2m, cách 15m ra đường 2 ô to tránh nhau, 70m ra đường nhựa trục chính Khoan Tế và hồ. - Đất vuông vắn nở hậu nhẹ, đất ở nhiều lộc chủ đất bán để làm ăn lớn hơn, vài bước chân ra đường 5m thông khắp nơi. - Khu vực dân cư đông đúc ,an ninh tốt hàng xóm thân thiện, không gian thoáng nhiều cây xanh xây nhà ở cực thích. Sổ đỏ chính chủ, pháp lý chuẩn giá đầu tư chỉ 33.5tr/m2 Liên hệ xem đất và biết thêm thông tin chi tiết E.Nhật: 0982852808, 0948584888",17/03/2022,Tin thường,batdongsan_so_com_vn_1673829937.7084646,Gia Lâm
20719,4500,Khương ĐÌnh Thanh Xuân,35.0,None,3.0,2.0,5,3,4,"+ Nhà mới thiết kế hiện đại với 3 phòng ngủ rộng ngõ 3 gác, ngõ nông cách trục ô tô tránh 30m + T1 – phòng khách, bếp wc + T5 – phòng thờ và sân phơi + Khu vực đang phát triển mạnh của khương đình và hạ đình + Tiện ích vây quanh, Ủy Ban các cấp ,trường học các cấp,TTTM ngay cạnh đặc biệt còn gần ngã tư sở thần thánh giao thông đi khắp ngã. + AC: LH.em 0989204763 để xem nhà cụ thể ạ!",17/03/2022,Tin thường,batdongsan_so_com_vn_1673829945.4627862,Thanh Xuân
